song,songLabel,release_date,performerLabel,nominatedLabel,awardLabel
http://www.wikidata.org/entity/Q72008699,Don't Start Now,2019-10-31T00:00:00Z,Dua Lipa,Grammy Award for Record of the Year,
http://www.wikidata.org/entity/Q111993025,Gory,2019-12-09T00:00:00Z,Alyona Alyona,,YUNA for Best Hip Hop Hit
http://www.wikidata.org/entity/Q111993025,Gory,2019-12-09T00:00:00Z,Kalush,,YUNA for Best Hip Hop Hit
http://www.wikidata.org/entity/Q83548825,Physical,2020-01-01T00:00:00Z,Dua Lipa,,MTV Video Music Award for Best Visual Effects
http://www.wikidata.org/entity/Q84426994,Fai rumore,2020-02-05T00:00:00Z,Diodato,,Sanremo Music Festival award
http://www.wikidata.org/entity/Q84761142,No Time to Die,2020-02-13T00:00:00Z,Billie Eilish,,Golden Globe Award for Best Original Song
http://www.wikidata.org/entity/Q112861757,Pokinula chat,2020-02-19T00:00:00Z,Klava Koka,Russian National Music Award for Best Female Pop Artist,
http://www.wikidata.org/entity/Q96321341,How You Like That,2020-04-26T00:00:00Z,Blackpink,,Guinness World Records
http://www.wikidata.org/entity/Q96321341,How You Like That,2020-04-26T00:00:00Z,Blackpink,,MTV Video Music Award for Song of Summer
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Lady Gaga,,MTV Video Music Award for Best Cinematography
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Ariana Grande,,MTV Video Music Award for Best Cinematography
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Lady Gaga,,MTV Video Music Award for Best Collaboration
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Ariana Grande,,MTV Video Music Award for Best Collaboration
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Lady Gaga,,MTV Video Music Awards/Song of the Year
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Ariana Grande,,MTV Video Music Awards/Song of the Year
http://www.wikidata.org/entity/Q98123561,Krash,2020-06-10T00:00:00Z,Klava Koka,Russian National Music Award for Dance Hit of the Year,
http://www.wikidata.org/entity/Q98123561,Krash,2020-06-10T00:00:00Z,Niletto,Russian National Music Award for Dance Hit of the Year,
http://www.wikidata.org/entity/Q104854241,Goosebumps,2020-06-12T00:00:00Z,HVME,Billboard Music Award for Top Dance/Electronic Song,
http://www.wikidata.org/entity/Q96474551,Black Parade,2020-06-19T00:00:00Z,Beyoncé,Grammy Award for Record of the Year,
http://www.wikidata.org/entity/Q97594286,I Can't Breathe,2020-06-19T00:00:00Z,H.E.R.,,Grammy Award for Song of the Year
http://www.wikidata.org/entity/Q97153993,Head & Heart,2020-07-03T00:00:00Z,MNEK,Brit Award for British Single of the Year,
http://www.wikidata.org/entity/Q97153993,Head & Heart,2020-07-03T00:00:00Z,Joel Corry,Brit Award for British Single of the Year,
http://www.wikidata.org/entity/Q97631372,Cardigan,2020-07-24T00:00:00Z,Taylor Swift,Grammy Award for Song of the Year,
http://www.wikidata.org/entity/Q107122457,Gila,2020-07-31T00:00:00Z,Kaka Azraff,,Anugerah Juara Lagu ke-35
http://www.wikidata.org/entity/Q99774766,Neboley,2020-08-07T00:00:00Z,Basta,Russian National Music Award for Music Video of the Year,
http://www.wikidata.org/entity/Q99774766,Neboley,2020-08-07T00:00:00Z,Zivert,Russian National Music Award for Music Video of the Year,
http://www.wikidata.org/entity/Q98073193,Dynamite,2020-08-21T00:00:00Z,BTS,,MTV Europe Music Award for Best Song
http://www.wikidata.org/entity/Q101627636,Mnogotochiya,2020-10-16T00:00:00Z,Zivert,Russian National Music Award for Female Singer of the Year,
http://www.wikidata.org/entity/Q112773329,Zori,2020-11-27T00:00:00Z,Kalush,,YUNA for Best Hip Hop Hit
http://www.wikidata.org/entity/Q112773329,Zori,2020-11-27T00:00:00Z,Kalush,YUNA for Best Song,
http://www.wikidata.org/entity/Q106644914,Fight for You,2021-01-01T00:00:00Z,H.E.R.,,Academy Award for Best Original Song
http://www.wikidata.org/entity/Q110945317,Q110945317,2021-01-01T00:00:00Z,Antonio Orozco,Goya Award for Best Original Song,
http://www.wikidata.org/entity/Q110267836,Les ungles,2021-01-01T00:00:00Z,Q110267716,,Premis Ovidi Montllor
http://www.wikidata.org/entity/Q110945277,Q110945277,2021-01-01T00:00:00Z,María José Llergo,,Goya Award for Best Original Song
http://www.wikidata.org/entity/Q104774451,Drivers License,2021-01-08T00:00:00Z,Olivia Rodrigo,,MTV Video Music Award for Song of the Year
http://www.wikidata.org/entity/Q104774451,Drivers License,2021-01-08T00:00:00Z,Olivia Rodrigo,,MTV Video Music Award for Push Performance of the Year
http://www.wikidata.org/entity/Q104905095,Lo Vas a Olvidar,2021-01-21T00:00:00Z,Rosalía,,MTV Video Music Award for Best Latin
http://www.wikidata.org/entity/Q104905095,Lo Vas a Olvidar,2021-01-21T00:00:00Z,Billie Eilish,,MTV Video Music Award for Best Latin
http://www.wikidata.org/entity/Q112876507,Antítesis,2021-02-13T00:00:00Z,Casdapro,Q5793849,
http://www.wikidata.org/entity/Q112876507,Antítesis,2021-02-13T00:00:00Z,Casdapro,Arpa Awards,
http://www.wikidata.org/entity/Q112876507,Antítesis,2021-02-13T00:00:00Z,Casdapro,,Moving
http://www.wikidata.org/entity/Q105710792,Bed,2021-02-26T00:00:00Z,David Guetta,Brit Award for British Single of the Year,
http://www.wikidata.org/entity/Q105710792,Bed,2021-02-26T00:00:00Z,Raye,Brit Award for British Single of the Year,
http://www.wikidata.org/entity/Q105710792,Bed,2021-02-26T00:00:00Z,Joel Corry,Brit Award for British Single of the Year,
http://www.wikidata.org/entity/Q105688468,Zitti e buoni,2021-03-03T00:00:00Z,Måneskin,,Sanremo Music Festival award
http://www.wikidata.org/entity/Q105688468,Zitti e buoni,2021-03-03T00:00:00Z,Måneskin,,First prize of the Eurovision Song Contest
http://www.wikidata.org/entity/Q105858065,Tout l'univers,2021-03-10T00:00:00Z,Gjon's Tears,,Marcel Bezençon Awards
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Max Barskih,YUNA for Best Collaboration,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Zivert,YUNA for Best Collaboration,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Max Barskih,YUNA for Best Music Video,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Zivert,YUNA for Best Music Video,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Max Barskih,Russian National Music Award for Music Video of the Year,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Zivert,Russian National Music Award for Music Video of the Year,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Max Barskih,YUNA for Best Song Sung in another Language,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Zivert,YUNA for Best Song Sung in another Language,
http://www.wikidata.org/entity/Q105865170,Montero (Call Me by Your Name),2021-03-26T00:00:00Z,Lil Nas X,,MTV Europe Music Award for Best Video
http://www.wikidata.org/entity/Q105865170,Montero (Call Me by Your Name),2021-03-26T00:00:00Z,Lil Nas X,,MTV Video Music Award for Best Visual Effects
http://www.wikidata.org/entity/Q105865170,Montero (Call Me by Your Name),2021-03-26T00:00:00Z,Lil Nas X,,MTV Video Music Award for Best Direction
http://www.wikidata.org/entity/Q105865170,Montero (Call Me by Your Name),2021-03-26T00:00:00Z,Lil Nas X,,MTV Video Music Award for Video of the Year
http://www.wikidata.org/entity/Q106970624,Miénteme,2021-04-29T00:00:00Z,Tini,Gardel Award for Song of the Year,
http://www.wikidata.org/entity/Q106970624,Miénteme,2021-04-29T00:00:00Z,María Becerra,Gardel Award for Song of the Year,
http://www.wikidata.org/entity/Q112774134,Dodomu,2021-05-21T00:00:00Z,Kalush,YUNA for Best Hip Hop Hit,
http://www.wikidata.org/entity/Q112774134,Dodomu,2021-05-21T00:00:00Z,Skofka,YUNA for Best Hip Hop Hit,
http://www.wikidata.org/entity/Q107342974,Rokki,2021-06-11T00:00:00Z,Zivert,,Russian National Music Award for Dance Hit of the Year
http://www.wikidata.org/entity/Q112774463,Taksi,2021-09-10T00:00:00Z,Khrystyna Soloviy,YUNA for Best Hip Hop Hit,
http://www.wikidata.org/entity/Q112774463,Taksi,2021-09-10T00:00:00Z,Kalush,YUNA for Best Hip Hop Hit,
http://www.wikidata.org/entity/Q108805763,Easy on Me,2021-10-15T00:00:00Z,Adele,,Juno Award for Video of the Year
http://www.wikidata.org/entity/Q108805763,Easy on Me,2021-10-15T00:00:00Z,Adele,,Brit Award for British Single of the Year
http://www.wikidata.org/entity/Q115083235,Tiba-Tiba,2022-06-12T00:00:00Z,Quinn Salman,,Anugerah Musik Indonesia
http://www.wikidata.org/entity/Q115083235,Tiba-Tiba,2022-08-26T00:00:00Z,Quinn Salman,,Anugerah Musik Indonesia
