Let It Go
All of Me
Hello
Thinking Out Loud
Perfect
Shape of You
Happy
Wrecking Ball
Chandelier
Love Yourself
Stay with Me
Stay
Shallow
Royals
Can't Stop the Feeling
Wake Me Up
Shake It Off
Closer
Love Me Like You Do
Diamonds
Get Lucky
When I Was Your Man
Take Me to Church
Blank Space
I Can't Feel My Face
Uptown Funk
Skyfall
Never Enough
Sugar
Someone You Loved
Radioactive
Roar
Story of My Life
Despacito
Photograph
This Is Me
Cold Water
Rather Be
Sorry
Let It Go
Castle on the Hill
Hotline Bling
Mirrors
Stitches
Pillow Talk
Counting Stars
I Won't Give Up
When We Were Young
I Knew You Were Trouble
Payphone
Too Good at Goodbyes
Locked Out of Heaven
See You Again
7 Years
I'm Not the Only One
How Far I'll Go
All About That Bass
Let Me Love You
We Are Never Ever Getting Back Together
Demons
I Don't Care
Into the Unknown
Havana
Dark Horse
Pompeii
Let Her Go
Latch
Elastic Heart
What Do You Mean?
There's Nothing Holdin' Me Back
Attention
Drivers License
Something Just Like This
When the Party's Over
Bad Blood
Cheap Thrills
Look What You Made Me Do
I Don't Wanna Live Forever
Lay Me Down
The Middle
Young and Beautiful
Million Reasons
Bad Guy
Clarity
We Don't Talk About Bruno
Style
Shut Up and Dance
Drag Me Down
Blinding Lights
New Rules
Issues
It Ain't Me
Don't You Worry Child
Don't Let Me Down
Treasure
Stay
Earned It
Ho Hey
Despacito
Girls Like You
Say You Won't Let Go
In My Blood
Chained to the Rhythm
Just Give Me a Reason
We Don't Talk Anymore
One Dance
Problem
Stressed Out
Maps
A Sky Full of Stars
Lean On
Rude
FourFiveSeconds
Send My Love (To Your New Lover)
Summertime Sadness
Surface Pressure
Remember Me
Señorita
Heathens
Sign of the Times
Rewrite the Stars
Dance Monkey
I Feel It Coming
Wolves
No Tears Left to Cry
Starboy
"Hold On, We're Going Home"
A Million Dreams
As Long as You Love Me
Sucker
Without Me
Wildest Dreams
Wide Awake
Try
I Will Wait
Treat You Better
Everything I Wanted
Bang Bang
Jealous
Dangerous Woman
What About Us
Do You Want to Build a Snowman?
One Last Time
Like I'm Gonna Lose You
Always Remember Us This Way
Happier
Believer
Symphony
Delicate
That's What I Like
Lose You to Love Me
Out of the Woods
This Is What You Came For
Don't Start Now
Unconditionally
I See Fire
City of Stars
Paris
Some Nights
"Thank U, Next"
Old Town Road
Me!
All I Ask
Into You
Writing's on the Wall
Magic
Scars to Your Beautiful
Passionfruit
Sing
Waiting on a Miracle
The Family Madrigal
Praying
I Took a Pill in Ibiza
All of You
What Else Can I Do?
Love Runs Out
The Hills
Sunflower
She Used to Be Mine
Watermelon Sugar
You Will Be Found
Malibu
Waving Through a Window
Mercy
One More Night
All Time Low
Ex's and Oh's
Memories
The Greatest
High Hopes
Reckless Love
Sweater Weather
Hold Back the River
Ain't It Fun
Burn
22
Steal My Girl
Happier
Faded
Love on the Brain
Rise
Riptide
Cool Kids
Easy on Me
Work
Team
Part of Me
Little Things
...Ready for It?
Boyfriend
Breathin
Santa Tell Me
Friends
Am I Wrong
The Heart Wants What It Wants
Dusk Till Dawn
Fight Song
For the First Time in Forever
Show Yourself
Adventure of a Lifetime
Starving (Until I Tasted You)
Want to Want Me
Habits
Adore You
No Time to Die
Circles
Eastside
Ride
Youngblood
You Say
The Greatest Show
Thunder
All I Want
Sorry Not Sorry
Girl on Fire
Hey Brother
Break Free
Cheerleader
Never Forget You
Hymn for the Weekend
God Is a Woman
IDGAF
Feel It Still
No
Best Day of My Life
Where Are ? Now?
Before You Go
2U
Ocean Eyes
Lovely
Love Me Harder
God's Plan
Finesse
Next to Me
Blurred Lines
On My Mind
Better Now
Don't Wanna Know
How Deep Is Your Love
Hands to Myself
In the Name of Love
Stuck with U
We Can't Stop
Rockabye
Brave
Jealous
Don't
Dynamite
24k Magic
Timber
Back to You
I'll Never Love Again
Side to Side
Scared to Be Lonely
Toss a Coin to Your Witcher
Heart Attack
7 Rings
Green Light
This Town
Bury a Friend
If I Can't Have You
Lips Are Movin
Never Really Over
I Love You All the Time
Never Be the Same
You Are the Reason
Home
Love Is an Open Door
Bad Habits
Call Out My Name
Rise Up
Beneath Your Beautiful
Can't Hold Us
Stone Cold
Slow Hands
Animals
Dancing with a Stranger
Versace on the Floor
You'll Be Back
Friends
Lost in Japan
Firestone
"Break Up with Your Girlfriend, I'm Bored"
Girl Crush
Still into You
Whatever It Takes
Bad at Love
I Want You to Know
Young Dumb & Broke
Bad Liar
All Is Found
Alive
Cake by the Ocean
XO
Falling
One Call Away
Ghost
Fancy
Stay
Red
Beautiful People
Suit & Tie
Intentions
Roses
Natural
Chains
Water Under the Bridge
What Lovers Do
Amnesia
Some Things Never Change
Night Changes
Flashlight
Lover
Outside
Euphoria
The Monster
My Songs Know What You Did in the Dark (Light Em Up)
Human
Here
Same Old Love
I Need Your Love
You Matter to Me
Good for You
I Know What You Did Last Summer
Runnin' (Lose It All)
Galway Girl
Million Years Ago
How Long
Say Something
Mine
Psycho
Idontwannabeyouanymore
Wish You Were Gay
Talk
Speechless
Lost in the Woods
Say So
Anyone
Way Maker
As It Was
Feels
My Shot
Wherever I Go
Unsteady
Human
Say You Love Me
Madness
Applause
Centuries
You and I
Starships
Love Somebody
Best Song Ever
Heavy
Wild Thoughts
You're Welcome
Meant to Be
Cardigan
Save Your Tears
Leave the Door Open
One Kiss
Close
Promises
Good 4 U
On Top of the World
I Want Crazy
Honey I'm Good
Where Are We Now?
Good Time
You Need to Calm Down
Rain on Me
I Love You
Classic
Death of a Bachelor
I Love It
This Is Gospel
Budapest
Waves
I'm So Tired...
Love Lies
Nothing Breaks Like a Heart
Thrift Shop
If I Lose Myself
Underneath the Tree
Gorgeous
"Hate U, Love U"
Blame
Silence
All the Stars
Beauty and a Beat
Sweet Nothing
Everything Has Changed
Daylight
