song,songLabel,release_date,performerLabel,nominated,nominatedLabel,nomination_year,award,awardLabel,award_year
http://www.wikidata.org/entity/Q48319432,Non mi avete fatto niente,2018-02-07T00:00:00Z,Fabrizio Moro,,,,http://www.wikidata.org/entity/Q84321390,Sanremo Music Festival award,
http://www.wikidata.org/entity/Q48319432,Non mi avete fatto niente,2018-02-07T00:00:00Z,Ermal Meta,,,,http://www.wikidata.org/entity/Q84321390,Sanremo Music Festival award,
http://www.wikidata.org/entity/Q51010649,In My Blood,2018-03-22T00:00:00Z,Shawn Mendes,http://www.wikidata.org/entity/Q507057,Juno Awards,,,,
http://www.wikidata.org/entity/Q55064534,Zusammen,2018-03-23T00:00:00Z,Die Fantastischen Vier,,,,http://www.wikidata.org/entity/Q209000,1 Live Krone,
http://www.wikidata.org/entity/Q56809968,Plakala,2018-04-27T00:00:00Z,Kazka,,,,http://www.wikidata.org/entity/Q50808840,YUNA for Best Ukrainian Song,
http://www.wikidata.org/entity/Q53602347,Four Out of Five,2018-05-13T00:00:00Z,Arctic Monkeys,,,,http://www.wikidata.org/entity/Q54397180,Q54397180,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,J Balvin,,,,http://www.wikidata.org/entity/Q28454255,Billboard Music Award for Top Rap Song,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,Cardi B,,,,http://www.wikidata.org/entity/Q28454255,Billboard Music Award for Top Rap Song,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,Bad Bunny,,,,http://www.wikidata.org/entity/Q28454255,Billboard Music Award for Top Rap Song,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,J Balvin,,,,http://www.wikidata.org/entity/Q39058486,MTV Video Music Award for Song of Summer,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,Cardi B,,,,http://www.wikidata.org/entity/Q39058486,MTV Video Music Award for Song of Summer,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,Bad Bunny,,,,http://www.wikidata.org/entity/Q39058486,MTV Video Music Award for Song of Summer,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,J Balvin,http://www.wikidata.org/entity/Q843219,Grammy Award for Record of the Year,,,,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,Cardi B,http://www.wikidata.org/entity/Q843219,Grammy Award for Record of the Year,,,,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,Bad Bunny,http://www.wikidata.org/entity/Q843219,Grammy Award for Record of the Year,,,,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,J Balvin,http://www.wikidata.org/entity/Q4835467,BET Award for Best Collaboration,,,,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,Cardi B,http://www.wikidata.org/entity/Q4835467,BET Award for Best Collaboration,,,,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,Bad Bunny,http://www.wikidata.org/entity/Q4835467,BET Award for Best Collaboration,,,,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,J Balvin,http://www.wikidata.org/entity/Q4835477,BET Award for Viewer's Choice,,,,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,Cardi B,http://www.wikidata.org/entity/Q4835477,BET Award for Viewer's Choice,,,,
http://www.wikidata.org/entity/Q54805365,I Like It,2018-05-25T00:00:00Z,Bad Bunny,http://www.wikidata.org/entity/Q4835477,BET Award for Viewer's Choice,,,,
http://www.wikidata.org/entity/Q91428057,Malamente,2018-05-30T00:00:00Z,Rosalía,,,,http://www.wikidata.org/entity/Q17135175,Latin Grammy Award for Best Urban Fusion/Performance,
http://www.wikidata.org/entity/Q55079270,Growing Pains,2018-06-15T00:00:00Z,Alessia Cara,http://www.wikidata.org/entity/Q507057,Juno Awards,,,,
http://www.wikidata.org/entity/Q112333257,Gluboko,2018-07-13T00:00:00Z,Monatik,,,,http://www.wikidata.org/entity/Q50808844,YUNA for Best Music Video,
http://www.wikidata.org/entity/Q112333257,Gluboko,2018-07-13T00:00:00Z,Dorofeeva,,,,http://www.wikidata.org/entity/Q50808844,YUNA for Best Music Video,
http://www.wikidata.org/entity/Q61439722,Calma,2018-07-20T00:00:00Z,Alicia Keys,,,,http://www.wikidata.org/entity/Q6496408,Latin Grammy Award for Song of the Year,2019
http://www.wikidata.org/entity/Q61439722,Calma,2018-07-20T00:00:00Z,Farruko,,,,http://www.wikidata.org/entity/Q6496408,Latin Grammy Award for Song of the Year,2019
http://www.wikidata.org/entity/Q61439722,Calma,2018-07-20T00:00:00Z,Pedro Capó,,,,http://www.wikidata.org/entity/Q6496408,Latin Grammy Award for Song of the Year,2019
http://www.wikidata.org/entity/Q61439722,Calma,2018-07-20T00:00:00Z,Alicia Keys,,,,http://www.wikidata.org/entity/Q17135175,Latin Grammy Award for Best Urban Fusion/Performance,2019
http://www.wikidata.org/entity/Q61439722,Calma,2018-07-20T00:00:00Z,Farruko,,,,http://www.wikidata.org/entity/Q17135175,Latin Grammy Award for Best Urban Fusion/Performance,2019
http://www.wikidata.org/entity/Q61439722,Calma,2018-07-20T00:00:00Z,Pedro Capó,,,,http://www.wikidata.org/entity/Q17135175,Latin Grammy Award for Best Urban Fusion/Performance,2019
http://www.wikidata.org/entity/Q57461813,Always Remember Us This Way,2018-11-24T00:00:00Z,Lady Gaga,,,,http://www.wikidata.org/entity/Q65077171,62nd Annual Grammy Awards,
http://www.wikidata.org/entity/Q86675907,Life,2018-11-30T00:00:00Z,Zivert,,,,http://www.wikidata.org/entity/Q112765293,Russian National Music Award for Best Female Pop Artist,
http://www.wikidata.org/entity/Q86675907,Life,2018-11-30T00:00:00Z,Zivert,,,,http://www.wikidata.org/entity/Q112765329,Russian National Music Award for Song of the Year,
http://www.wikidata.org/entity/Q62587323,Old Town Road,2018-12-03T00:00:00Z,Lil Nas X,,,,http://www.wikidata.org/entity/Q65077171,62nd Annual Grammy Awards,
http://www.wikidata.org/entity/Q85806617,The Bones,2019-01-01T00:00:00Z,Maren Morris,,,,http://www.wikidata.org/entity/Q85754276,Country Music Association Award for Song of the Year,2020
http://www.wikidata.org/entity/Q85806617,The Bones,2019-01-01T00:00:00Z,Maren Morris,,,,http://www.wikidata.org/entity/Q96375606,Country Music Association Award for Single of the Year,2020
http://www.wikidata.org/entity/Q63455810,Reiwa,2019-01-01T00:00:00Z,Golden Bomber,,,,http://www.wikidata.org/entity/Q77809177,61st Japan Record Awards,
http://www.wikidata.org/entity/Q65427491,Spirit,2019-01-01T00:00:00Z,Beyoncé,,,,http://www.wikidata.org/entity/Q65077171,62nd Annual Grammy Awards,
http://www.wikidata.org/entity/Q75219631,Watermelon Sugar,2019-01-01T00:00:00Z,Harry Styles,,,,http://www.wikidata.org/entity/Q5593866,Grammy Award for Best Pop Solo Performance,
http://www.wikidata.org/entity/Q108415675,Love Nwantiti,2019-01-01T00:00:00Z,CKay,http://www.wikidata.org/entity/Q112623102,Brit Award for International Song,,,,
http://www.wikidata.org/entity/Q61641509,Soldi,2019-02-06T00:00:00Z,Mahmood,,,,http://www.wikidata.org/entity/Q84321390,Sanremo Music Festival award,
http://www.wikidata.org/entity/Q63254249,Mi Persona Favorita,2019-03-28T00:00:00Z,Alejandro Sanz,,,,http://www.wikidata.org/entity/Q3827469,Latin Grammy Award for Record of the Year,
http://www.wikidata.org/entity/Q63254249,Mi Persona Favorita,2019-03-28T00:00:00Z,Camila Cabello,,,,http://www.wikidata.org/entity/Q3827469,Latin Grammy Award for Record of the Year,
http://www.wikidata.org/entity/Q63254249,Mi Persona Favorita,2019-03-28T00:00:00Z,Alejandro Sanz,,,,http://www.wikidata.org/entity/Q75171369,Latin Grammy Award for Best Pop Song,
http://www.wikidata.org/entity/Q63254249,Mi Persona Favorita,2019-03-28T00:00:00Z,Camila Cabello,,,,http://www.wikidata.org/entity/Q75171369,Latin Grammy Award for Best Pop Song,
http://www.wikidata.org/entity/Q62618893,Bad Guy,2019-03-29T00:00:00Z,Justin Bieber,,,,http://www.wikidata.org/entity/Q843219,Grammy Award for Record of the Year,
http://www.wikidata.org/entity/Q62618893,Bad Guy,2019-03-29T00:00:00Z,Billie Eilish,,,,http://www.wikidata.org/entity/Q843219,Grammy Award for Record of the Year,
http://www.wikidata.org/entity/Q62618893,Bad Guy,2019-03-29T00:00:00Z,Justin Bieber,,,,http://www.wikidata.org/entity/Q1027904,Grammy Award for Song of the Year,
http://www.wikidata.org/entity/Q62618893,Bad Guy,2019-03-29T00:00:00Z,Billie Eilish,,,,http://www.wikidata.org/entity/Q1027904,Grammy Award for Song of the Year,
http://www.wikidata.org/entity/Q106341597,Old Town Road (remix),2019-04-05T00:00:00Z,Billy Ray Cyrus,,,,http://www.wikidata.org/entity/Q1027880,Grammy Award for Best Pop Duo/Group Performance,
http://www.wikidata.org/entity/Q106341597,Old Town Road (remix),2019-04-05T00:00:00Z,Lil Nas X,,,,http://www.wikidata.org/entity/Q1027880,Grammy Award for Best Pop Duo/Group Performance,
http://www.wikidata.org/entity/Q105028849,Lyubimka,2019-05-03T00:00:00Z,Niletto,,,,http://www.wikidata.org/entity/Q112744676,Premiya RU.TV for Best Debut,
http://www.wikidata.org/entity/Q64736388,La hit dell'estate,2019-06-17T00:00:00Z,Shade,,,,http://www.wikidata.org/entity/Q521371,gold record,
http://www.wikidata.org/entity/Q96001531,Sayonara detka,2019-06-20T00:00:00Z,Eldzhey,,,,http://www.wikidata.org/entity/Q112764926,Russian National Music Award for Hip Hop Artist of the Year,
http://www.wikidata.org/entity/Q109620569,Umlilo,2019-08-23T00:00:00Z,DJ Zinhle,http://www.wikidata.org/entity/Q7565737,South African Music Award for Best Music Video of the Year,,,,
http://www.wikidata.org/entity/Q109620569,Umlilo,2019-08-23T00:00:00Z,Mvzzle,http://www.wikidata.org/entity/Q7565737,South African Music Award for Best Music Video of the Year,,,,
http://www.wikidata.org/entity/Q109620569,Umlilo,2019-08-23T00:00:00Z,Rethabile Khumalo,http://www.wikidata.org/entity/Q7565737,South African Music Award for Best Music Video of the Year,,,,
http://www.wikidata.org/entity/Q72008699,Don't Start Now,2019-10-31T00:00:00Z,Dua Lipa,http://www.wikidata.org/entity/Q843219,Grammy Award for Record of the Year,,,,
http://www.wikidata.org/entity/Q111993025,Gory,2019-12-09T00:00:00Z,Alyona Alyona,,,,http://www.wikidata.org/entity/Q61373711,YUNA for Best Hip Hop Hit,
http://www.wikidata.org/entity/Q111993025,Gory,2019-12-09T00:00:00Z,Kalush,,,,http://www.wikidata.org/entity/Q61373711,YUNA for Best Hip Hop Hit,
http://www.wikidata.org/entity/Q83548825,Physical,2020-01-01T00:00:00Z,Dua Lipa,,,,http://www.wikidata.org/entity/Q372123,MTV Video Music Award for Best Visual Effects,
http://www.wikidata.org/entity/Q84426994,Fai rumore,2020-02-05T00:00:00Z,Diodato,,,,http://www.wikidata.org/entity/Q84321390,Sanremo Music Festival award,
http://www.wikidata.org/entity/Q84761142,No Time to Die,2020-02-13T00:00:00Z,Billie Eilish,,,,http://www.wikidata.org/entity/Q1472235,Golden Globe Award for Best Original Song,
http://www.wikidata.org/entity/Q112861757,Pokinula chat,2020-02-19T00:00:00Z,Klava Koka,http://www.wikidata.org/entity/Q112765293,Russian National Music Award for Best Female Pop Artist,,,,
http://www.wikidata.org/entity/Q96321341,How You Like That,2020-04-26T00:00:00Z,Blackpink,,,,http://www.wikidata.org/entity/Q41675,Guinness World Records,
http://www.wikidata.org/entity/Q96321341,How You Like That,2020-04-26T00:00:00Z,Blackpink,,,,http://www.wikidata.org/entity/Q39058486,MTV Video Music Award for Song of Summer,
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Lady Gaga,,,,http://www.wikidata.org/entity/Q615682,MTV Video Music Award for Best Cinematography,
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Ariana Grande,,,,http://www.wikidata.org/entity/Q615682,MTV Video Music Award for Best Cinematography,
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Lady Gaga,,,,http://www.wikidata.org/entity/Q1161114,MTV Video Music Award for Best Collaboration,
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Ariana Grande,,,,http://www.wikidata.org/entity/Q1161114,MTV Video Music Award for Best Collaboration,
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Lady Gaga,,,,http://www.wikidata.org/entity/Q98690948,MTV Video Music Awards/Song of the Year,
http://www.wikidata.org/entity/Q94557088,Rain on Me,2020-05-22T00:00:00Z,Ariana Grande,,,,http://www.wikidata.org/entity/Q98690948,MTV Video Music Awards/Song of the Year,
http://www.wikidata.org/entity/Q98123561,Krash,2020-06-10T00:00:00Z,Klava Koka,http://www.wikidata.org/entity/Q112765425,Russian National Music Award for Dance Hit of the Year,,,,
http://www.wikidata.org/entity/Q98123561,Krash,2020-06-10T00:00:00Z,Niletto,http://www.wikidata.org/entity/Q112765425,Russian National Music Award for Dance Hit of the Year,,,,
http://www.wikidata.org/entity/Q104854241,Goosebumps,2020-06-12T00:00:00Z,HVME,http://www.wikidata.org/entity/Q28454208,Billboard Music Award for Top Dance/Electronic Song,,,,
http://www.wikidata.org/entity/Q96474551,Black Parade,2020-06-19T00:00:00Z,Beyoncé,http://www.wikidata.org/entity/Q843219,Grammy Award for Record of the Year,,,,
http://www.wikidata.org/entity/Q97594286,I Can't Breathe,2020-06-19T00:00:00Z,H.E.R.,,,,http://www.wikidata.org/entity/Q1027904,Grammy Award for Song of the Year,
http://www.wikidata.org/entity/Q97153993,Head & Heart,2020-07-03T00:00:00Z,MNEK,http://www.wikidata.org/entity/Q48816647,Brit Award for British Single of the Year,,,,
http://www.wikidata.org/entity/Q97153993,Head & Heart,2020-07-03T00:00:00Z,Joel Corry,http://www.wikidata.org/entity/Q48816647,Brit Award for British Single of the Year,,,,
http://www.wikidata.org/entity/Q97631372,Cardigan,2020-07-24T00:00:00Z,Taylor Swift,http://www.wikidata.org/entity/Q1027904,Grammy Award for Song of the Year,,,,
http://www.wikidata.org/entity/Q107122457,Gila,2020-07-31T00:00:00Z,Kaka Azraff,,,,http://www.wikidata.org/entity/Q110120456,Anugerah Juara Lagu ke-35,
http://www.wikidata.org/entity/Q99774766,Neboley,2020-08-07T00:00:00Z,Basta,http://www.wikidata.org/entity/Q112765547,Russian National Music Award for Music Video of the Year,,,,
http://www.wikidata.org/entity/Q99774766,Neboley,2020-08-07T00:00:00Z,Zivert,http://www.wikidata.org/entity/Q112765547,Russian National Music Award for Music Video of the Year,,,,
http://www.wikidata.org/entity/Q98073193,Dynamite,2020-08-21T00:00:00Z,BTS,,,,http://www.wikidata.org/entity/Q31155,MTV Europe Music Award for Best Song,
http://www.wikidata.org/entity/Q101627636,Mnogotochiya,2020-10-16T00:00:00Z,Zivert,http://www.wikidata.org/entity/Q112728306,Russian National Music Award for Female Singer of the Year,,,,
http://www.wikidata.org/entity/Q112773329,Zori,2020-11-27T00:00:00Z,Kalush,,,,http://www.wikidata.org/entity/Q61373711,YUNA for Best Hip Hop Hit,
http://www.wikidata.org/entity/Q112773329,Zori,2020-11-27T00:00:00Z,Kalush,http://www.wikidata.org/entity/Q50808837,YUNA for Best Song,,,,
http://www.wikidata.org/entity/Q110945317,Q110945317,2021-01-01T00:00:00Z,Antonio Orozco,http://www.wikidata.org/entity/Q3394790,Goya Award for Best Original Song,,,,
http://www.wikidata.org/entity/Q110267836,Les ungles,2021-01-01T00:00:00Z,Q110267716,,,,http://www.wikidata.org/entity/Q18696762,Premis Ovidi Montllor,
http://www.wikidata.org/entity/Q106644914,Fight for You,2021-01-01T00:00:00Z,H.E.R.,,,,http://www.wikidata.org/entity/Q112243,Academy Award for Best Original Song,
http://www.wikidata.org/entity/Q110945277,Q110945277,2021-01-01T00:00:00Z,María José Llergo,,,,http://www.wikidata.org/entity/Q3394790,Goya Award for Best Original Song,
http://www.wikidata.org/entity/Q104774451,Drivers License,2021-01-08T00:00:00Z,Olivia Rodrigo,,,,http://www.wikidata.org/entity/Q101246915,MTV Video Music Award for Song of the Year,2021
http://www.wikidata.org/entity/Q104774451,Drivers License,2021-01-08T00:00:00Z,Olivia Rodrigo,,,,http://www.wikidata.org/entity/Q112751825,MTV Video Music Award for Push Performance of the Year,2021
http://www.wikidata.org/entity/Q104905095,Lo Vas a Olvidar,2021-01-21T00:00:00Z,Rosalía,,,,http://www.wikidata.org/entity/Q520697,MTV Video Music Award for Best Latin,
http://www.wikidata.org/entity/Q104905095,Lo Vas a Olvidar,2021-01-21T00:00:00Z,Billie Eilish,,,,http://www.wikidata.org/entity/Q520697,MTV Video Music Award for Best Latin,
http://www.wikidata.org/entity/Q112876507,Antítesis,2021-02-13T00:00:00Z,Casdapro,http://www.wikidata.org/entity/Q5793849,Q5793849,,,,
http://www.wikidata.org/entity/Q112876507,Antítesis,2021-02-13T00:00:00Z,Casdapro,http://www.wikidata.org/entity/Q6085011,Arpa Awards,,,,
http://www.wikidata.org/entity/Q112876507,Antítesis,2021-02-13T00:00:00Z,Casdapro,,,,http://www.wikidata.org/entity/Q108859915,Moving,
http://www.wikidata.org/entity/Q105710792,Bed,2021-02-26T00:00:00Z,David Guetta,http://www.wikidata.org/entity/Q48816647,Brit Award for British Single of the Year,,,,
http://www.wikidata.org/entity/Q105710792,Bed,2021-02-26T00:00:00Z,Raye,http://www.wikidata.org/entity/Q48816647,Brit Award for British Single of the Year,,,,
http://www.wikidata.org/entity/Q105710792,Bed,2021-02-26T00:00:00Z,Joel Corry,http://www.wikidata.org/entity/Q48816647,Brit Award for British Single of the Year,,,,
http://www.wikidata.org/entity/Q105688468,Zitti e buoni,2021-03-03T00:00:00Z,Måneskin,,,,http://www.wikidata.org/entity/Q84321390,Sanremo Music Festival award,
http://www.wikidata.org/entity/Q105688468,Zitti e buoni,2021-03-03T00:00:00Z,Måneskin,,,,http://www.wikidata.org/entity/Q101421673,First prize of the Eurovision Song Contest,
http://www.wikidata.org/entity/Q105858065,Tout l'univers,2021-03-10T00:00:00Z,Gjon's Tears,,,,http://www.wikidata.org/entity/Q209909,Marcel Bezençon Awards,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Max Barskih,http://www.wikidata.org/entity/Q50808842,YUNA for Best Collaboration,,,,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Zivert,http://www.wikidata.org/entity/Q50808842,YUNA for Best Collaboration,,,,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Max Barskih,http://www.wikidata.org/entity/Q50808844,YUNA for Best Music Video,,,,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Zivert,http://www.wikidata.org/entity/Q50808844,YUNA for Best Music Video,,,,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Max Barskih,http://www.wikidata.org/entity/Q112765547,Russian National Music Award for Music Video of the Year,,,,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Zivert,http://www.wikidata.org/entity/Q112765547,Russian National Music Award for Music Video of the Year,,,,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Max Barskih,http://www.wikidata.org/entity/Q112767211,YUNA for Best Song Sung in another Language,,,,
http://www.wikidata.org/entity/Q106449089,Bestseller,2021-03-19T00:00:00Z,Zivert,http://www.wikidata.org/entity/Q112767211,YUNA for Best Song Sung in another Language,,,,
http://www.wikidata.org/entity/Q105865170,Montero (Call Me by Your Name),2021-03-26T00:00:00Z,Lil Nas X,,,,http://www.wikidata.org/entity/Q38435,MTV Europe Music Award for Best Video,2021
http://www.wikidata.org/entity/Q105865170,Montero (Call Me by Your Name),2021-03-26T00:00:00Z,Lil Nas X,,,,http://www.wikidata.org/entity/Q372123,MTV Video Music Award for Best Visual Effects,2021
http://www.wikidata.org/entity/Q105865170,Montero (Call Me by Your Name),2021-03-26T00:00:00Z,Lil Nas X,,,,http://www.wikidata.org/entity/Q915665,MTV Video Music Award for Best Direction,2021
http://www.wikidata.org/entity/Q105865170,Montero (Call Me by Your Name),2021-03-26T00:00:00Z,Lil Nas X,,,,http://www.wikidata.org/entity/Q1065651,MTV Video Music Award for Video of the Year,2021
http://www.wikidata.org/entity/Q106970624,Miénteme,2021-04-29T00:00:00Z,Tini,http://www.wikidata.org/entity/Q111220224,Gardel Award for Song of the Year,,,,
http://www.wikidata.org/entity/Q106970624,Miénteme,2021-04-29T00:00:00Z,María Becerra,http://www.wikidata.org/entity/Q111220224,Gardel Award for Song of the Year,,,,
http://www.wikidata.org/entity/Q112774134,Dodomu,2021-05-21T00:00:00Z,Kalush,http://www.wikidata.org/entity/Q61373711,YUNA for Best Hip Hop Hit,,,,
http://www.wikidata.org/entity/Q112774134,Dodomu,2021-05-21T00:00:00Z,Skofka,http://www.wikidata.org/entity/Q61373711,YUNA for Best Hip Hop Hit,,,,
http://www.wikidata.org/entity/Q107342974,Rokki,2021-06-11T00:00:00Z,Zivert,,,,http://www.wikidata.org/entity/Q112765425,Russian National Music Award for Dance Hit of the Year,
http://www.wikidata.org/entity/Q112774463,Taksi,2021-09-10T00:00:00Z,Khrystyna Soloviy,http://www.wikidata.org/entity/Q61373711,YUNA for Best Hip Hop Hit,,,,
http://www.wikidata.org/entity/Q112774463,Taksi,2021-09-10T00:00:00Z,Kalush,http://www.wikidata.org/entity/Q61373711,YUNA for Best Hip Hop Hit,,,,
http://www.wikidata.org/entity/Q108805763,Easy on Me,2021-10-15T00:00:00Z,Adele,,,,http://www.wikidata.org/entity/Q6314109,Juno Award for Video of the Year,
http://www.wikidata.org/entity/Q108805763,Easy on Me,2021-10-15T00:00:00Z,Adele,,,,http://www.wikidata.org/entity/Q48816647,Brit Award for British Single of the Year,
http://www.wikidata.org/entity/Q115083235,Tiba-Tiba,2022-06-12T00:00:00Z,Quinn Salman,,,,http://www.wikidata.org/entity/Q4777741,Anugerah Musik Indonesia,
http://www.wikidata.org/entity/Q115083235,Tiba-Tiba,2022-08-26T00:00:00Z,Quinn Salman,,,,http://www.wikidata.org/entity/Q4777741,Anugerah Musik Indonesia,
