index,title,title_url,written_by,written_by_url,originally_by,originally_by_url,covers,adaptations
1,Let It Go,https://secondhandsongs.com/work/136771,"Robert Lopez, Kristen Anderson-Lopez","https://secondhandsongs.com/artist/76914, https://secondhandsongs.com/artist/76915",Idina Menzel,https://secondhandsongs.com/artist/44081,150,42
2,All of Me,https://secondhandsongs.com/work/137056,"John Legend, Toby Gad","https://secondhandsongs.com/artist/20721, https://secondhandsongs.com/artist/42306",John Legend,https://secondhandsongs.com/artist/20721,130,2
3,Hello,https://secondhandsongs.com/work/149519,"Adele [GB], Greg Kurstin","https://secondhandsongs.com/artist/30607, https://secondhandsongs.com/artist/40946",Adele,https://secondhandsongs.com/artist/30607,125,1
4,Thinking Out Loud,https://secondhandsongs.com/work/144458,"Ed Sheeran, Amy Wadge","https://secondhandsongs.com/artist/63462, https://secondhandsongs.com/artist/86865",Ed Sheeran,https://secondhandsongs.com/artist/63462,123,2
5,Perfect,https://secondhandsongs.com/work/164640,Ed Sheeran,https://secondhandsongs.com/artist/63462,Ed Sheeran,https://secondhandsongs.com/artist/63462,120,1
6,Shape of You,https://secondhandsongs.com/work/160235,"Steve Mac, Ed Sheeran, Johnny McDaid","https://secondhandsongs.com/artist/6151, https://secondhandsongs.com/artist/63462, https://secondhandsongs.com/artist/87923",Ed Sheeran,https://secondhandsongs.com/artist/63462,106,0
7,Happy,https://secondhandsongs.com/work/136166,Pharrell Williams,https://secondhandsongs.com/artist/11817,Pharrell Williams,https://secondhandsongs.com/artist/11817,104,1
8,Wrecking Ball,https://secondhandsongs.com/work/134320,"Sacha Skarbek, Dr. Luke, Cirkut, MoZella, Stephan Moccio, Kiyanu Kim","https://secondhandsongs.com/artist/29943, https://secondhandsongs.com/artist/35307, https://secondhandsongs.com/artist/71734, https://secondhandsongs.com/artist/73921, https://secondhandsongs.com/artist/73922, https://secondhandsongs.com/artist/122946",Miley Cyrus,https://secondhandsongs.com/artist/35160,100,0
9,Chandelier,https://secondhandsongs.com/work/139740,"Sia, Jesse Shatkin","https://secondhandsongs.com/artist/22802, https://secondhandsongs.com/artist/81489",Sia,https://secondhandsongs.com/artist/22802,100,0
10,Love Yourself,https://secondhandsongs.com/work/149807,"Justin Bieber, Benny Blanco, Ed Sheeran","https://secondhandsongs.com/artist/45405, https://secondhandsongs.com/artist/50110, https://secondhandsongs.com/artist/63462",Justin Bieber,https://secondhandsongs.com/artist/45405,98,0
11,Stay with Me,https://secondhandsongs.com/work/139530,"Sam Smith, Jimmy Napes, William Phillips","https://secondhandsongs.com/artist/74400, https://secondhandsongs.com/artist/74401, https://secondhandsongs.com/artist/81255",Sam Smith,https://secondhandsongs.com/artist/74400,90,1
12,Stay,https://secondhandsongs.com/work/133345,"Justin Parker, Mikky Ekko","https://secondhandsongs.com/artist/71184, https://secondhandsongs.com/artist/72261",Rihanna feat. Mikky Ekko,https://secondhandsongs.com/artist/19179+72261,86,0
13,Shallow,https://secondhandsongs.com/work/197931,"Mark Ronson, Lady Gaga, Andrew Wyatt, Anthony Rossomando","https://secondhandsongs.com/artist/22797, https://secondhandsongs.com/artist/43820, https://secondhandsongs.com/artist/50214, https://secondhandsongs.com/artist/138753",Lady Gaga and Bradley Cooper,https://secondhandsongs.com/artist/43820+138754,85,1
14,Royals,https://secondhandsongs.com/work/134194,"Lorde, Joel Little","https://secondhandsongs.com/artist/73738, https://secondhandsongs.com/artist/73740",Lorde,https://secondhandsongs.com/artist/73738,80,1
15,Can't Stop the Feeling,https://secondhandsongs.com/work/153233,"Max Martin [SE], Justin Timberlake, Shellback","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/12784, https://secondhandsongs.com/artist/69750",JT,https://secondhandsongs.com/artist/12784,78,0
16,Wake Me Up,https://secondhandsongs.com/work/134622,"Aloe Blacc, Mike Einziger, Avicii","https://secondhandsongs.com/artist/46479, https://secondhandsongs.com/artist/72456, https://secondhandsongs.com/artist/74396",Avicii,https://secondhandsongs.com/artist/74396,77,1
17,Shake It Off,https://secondhandsongs.com/work/148121,"Max Martin [SE], Taylor Swift, Shellback","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/69750",T.S.,https://secondhandsongs.com/artist/44127,75,0
18,Closer,https://secondhandsongs.com/work/156539,"Isaac Slade, Joe King, Andrew Taggart, Halsey, Shaun Frank, Freddy Kennett","https://secondhandsongs.com/artist/36202, https://secondhandsongs.com/artist/36203, https://secondhandsongs.com/artist/97917, https://secondhandsongs.com/artist/100317, https://secondhandsongs.com/artist/100318, https://secondhandsongs.com/artist/100319",The Chainsmokers ft. Halsey,https://secondhandsongs.com/artist/97918+100317,74,0
19,Love Me Like You Do,https://secondhandsongs.com/work/144326,"Max Martin [SE], Savan Kotecha, Ilya, Tove Lo, Ali Payami","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/18333, https://secondhandsongs.com/artist/80446, https://secondhandsongs.com/artist/81970, https://secondhandsongs.com/artist/86691",Ellie Goulding,https://secondhandsongs.com/artist/46460,73,0
20,Diamonds,https://secondhandsongs.com/work/133625,"Sia, Mikkel Eriksen, Tor Erik Hermansen, Benny Blanco","https://secondhandsongs.com/artist/22802, https://secondhandsongs.com/artist/37502, https://secondhandsongs.com/artist/37504, https://secondhandsongs.com/artist/50110",Rihanna,https://secondhandsongs.com/artist/19179,71,0
21,Get Lucky,https://secondhandsongs.com/work/132900,"Nile Rodgers, Guy-Manuel de Homem-Christo, Thomas Bangalter, Pharrell Williams","https://secondhandsongs.com/artist/3344, https://secondhandsongs.com/artist/5030, https://secondhandsongs.com/artist/5031, https://secondhandsongs.com/artist/11817",Daft Punk feat. Pharrell Williams,https://secondhandsongs.com/artist/2933+11817,71,1
22,When I Was Your Man,https://secondhandsongs.com/work/133801,"Andrew Wyatt, Bruno Mars, Philip Lawrence, Ari Levine","https://secondhandsongs.com/artist/50214, https://secondhandsongs.com/artist/51310, https://secondhandsongs.com/artist/51311, https://secondhandsongs.com/artist/51312",Bruno Mars,https://secondhandsongs.com/artist/51310,71,1
23,Take Me to Church,https://secondhandsongs.com/work/144354,Hozier,https://secondhandsongs.com/artist/84580,Hozier,https://secondhandsongs.com/artist/84580,70,0
24,Blank Space,https://secondhandsongs.com/work/142497,"Max Martin [SE], Taylor Swift, Shellback","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/69750",T.S.,https://secondhandsongs.com/artist/44127,70,0
25,I Can't Feel My Face,https://secondhandsongs.com/work/151540,"Max Martin [SE], Savan Kotecha, Peter Svensson, The Weeknd, Ali Payami","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/18333, https://secondhandsongs.com/artist/27256, https://secondhandsongs.com/artist/75673, https://secondhandsongs.com/artist/86691",The Weeknd,https://secondhandsongs.com/artist/75673,67,0
26,Uptown Funk,https://secondhandsongs.com/work/144088,"Mark Ronson, Bruno Mars, Philip Lawrence, Jeff Bhasker","https://secondhandsongs.com/artist/22797, https://secondhandsongs.com/artist/51310, https://secondhandsongs.com/artist/51311, https://secondhandsongs.com/artist/51785",Mark Ronson,https://secondhandsongs.com/artist/22797,66,0
27,Skyfall,https://secondhandsongs.com/work/135493,"Adele [GB], Paul Epworth","https://secondhandsongs.com/artist/30607, https://secondhandsongs.com/artist/35340",Adele,https://secondhandsongs.com/artist/30607,64,0
28,Never Enough,https://secondhandsongs.com/work/180589,"Benj Pasek, Justin Paul","https://secondhandsongs.com/artist/105755, https://secondhandsongs.com/artist/105756",Loren Allred,https://secondhandsongs.com/artist/115599,63,2
29,Sugar,https://secondhandsongs.com/work/144047,"Adam Levine, Dr. Luke, Ammo, JKash, Mike Posner, Cirkut","https://secondhandsongs.com/artist/21213, https://secondhandsongs.com/artist/35307, https://secondhandsongs.com/artist/55736, https://secondhandsongs.com/artist/55737, https://secondhandsongs.com/artist/69565, https://secondhandsongs.com/artist/71734",Maroon 5,https://secondhandsongs.com/artist/19165,62,0
30,Someone You Loved,https://secondhandsongs.com/work/213101,"Peter Kelleher, Ben Kohn, Froe, RØMANS [GB], Lewis Capaldi","https://secondhandsongs.com/artist/75365, https://secondhandsongs.com/artist/75366, https://secondhandsongs.com/artist/75367, https://secondhandsongs.com/artist/109971, https://secondhandsongs.com/artist/144188",Lewis Capaldi,https://secondhandsongs.com/artist/144188,62,0
31,Radioactive,https://secondhandsongs.com/work/133768,"Alex da Kid, Ben McKee, Josh Mosser, Dan Reynolds, Wayne Sermon","https://secondhandsongs.com/artist/47548, https://secondhandsongs.com/artist/72997, https://secondhandsongs.com/artist/72998, https://secondhandsongs.com/artist/72999, https://secondhandsongs.com/artist/73001",Imagine Dragons,https://secondhandsongs.com/artist/73000,62,1
32,Roar,https://secondhandsongs.com/work/134107,"Max Martin [SE], Dr. Luke, Katy Perry, Bonnie McKee, Cirkut","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/35307, https://secondhandsongs.com/artist/35338, https://secondhandsongs.com/artist/50107, https://secondhandsongs.com/artist/71734",Katy Perry,https://secondhandsongs.com/artist/35338,62,0
33,Story of My Life,https://secondhandsongs.com/work/135065,"Julian Bunetta, John Ryan [US2], Jamie Scott, Liam Payne, Louis Tomlinson, Niall Horan, Harry Styles, Zayn","https://secondhandsongs.com/artist/74010, https://secondhandsongs.com/artist/74011, https://secondhandsongs.com/artist/74982, https://secondhandsongs.com/artist/75322, https://secondhandsongs.com/artist/75323, https://secondhandsongs.com/artist/86740, https://secondhandsongs.com/artist/86741, https://secondhandsongs.com/artist/97317",One Direction,https://secondhandsongs.com/artist/67602,60,0
34,Despacito,https://secondhandsongs.com/work/165699,"Luis Fonsi, Erika Ender","https://secondhandsongs.com/artist/105717, https://secondhandsongs.com/artist/110941",Luis Fonsi,https://secondhandsongs.com/artist/105717,60,1
35,Photograph,https://secondhandsongs.com/work/145365,"Ed Sheeran, Johnny McDaid, Martin Harrington, Tom Leonard","https://secondhandsongs.com/artist/63462, https://secondhandsongs.com/artist/87923, https://secondhandsongs.com/artist/122227, https://secondhandsongs.com/artist/134769",Ed Sheeran,https://secondhandsongs.com/artist/63462,60,0
36,This Is Me,https://secondhandsongs.com/work/177431,"Benj Pasek, Justin Paul","https://secondhandsongs.com/artist/105755, https://secondhandsongs.com/artist/105756",Keala Settle & The Greatest Showman Ensemble,https://secondhandsongs.com/artist/122455,58,0
37,Cold Water,https://secondhandsongs.com/work/156540,"Justin Bieber, Diplo, Benny Blanco, Ed Sheeran, Jamie Scott, MØ, Junior Blender, King Henry","https://secondhandsongs.com/artist/45405, https://secondhandsongs.com/artist/47096, https://secondhandsongs.com/artist/50110, https://secondhandsongs.com/artist/63462, https://secondhandsongs.com/artist/74982, https://secondhandsongs.com/artist/82736, https://secondhandsongs.com/artist/96148, https://secondhandsongs.com/artist/100324",Major Lazer feat. Justin Bieber & MØ,https://secondhandsongs.com/artist/45405+82736+86442,58,0
38,Rather Be,https://secondhandsongs.com/work/140442,"Jimmy Napes, Jack Patterson, Grace Chatto, Nicole Marshall","https://secondhandsongs.com/artist/74401, https://secondhandsongs.com/artist/82193, https://secondhandsongs.com/artist/82194, https://secondhandsongs.com/artist/82195",Clean Bandit feat. Jess Glynne,https://secondhandsongs.com/artist/82191+82192,58,0
39,Sorry,https://secondhandsongs.com/work/152415,"Justin Bieber, Justin Tranter, Skrillex, Julia Michaels, Blood Diamonds","https://secondhandsongs.com/artist/45405, https://secondhandsongs.com/artist/82677, https://secondhandsongs.com/artist/92981, https://secondhandsongs.com/artist/96412, https://secondhandsongs.com/artist/96413",Justin Bieber,https://secondhandsongs.com/artist/45405,57,0
40,Let It Go,https://secondhandsongs.com/work/153885,"Paul Barry [GB], James Bay","https://secondhandsongs.com/artist/22434, https://secondhandsongs.com/artist/88336",James Bay,https://secondhandsongs.com/artist/88336,56,0
41,Castle on the Hill,https://secondhandsongs.com/work/161006,"Benny Blanco, Ed Sheeran","https://secondhandsongs.com/artist/50110, https://secondhandsongs.com/artist/63462",Ed Sheeran,https://secondhandsongs.com/artist/63462,56,0
42,Hotline Bling,https://secondhandsongs.com/work/153010,"Drake, Nineteen85","https://secondhandsongs.com/artist/72241, https://secondhandsongs.com/artist/74155",Drake,https://secondhandsongs.com/artist/72241,55,3
43,Mirrors,https://secondhandsongs.com/work/133798,"Timbaland, Justin Timberlake, James Fauntleroy, Sebastian [US], Chris Godbey, J-Roc","https://secondhandsongs.com/artist/9394, https://secondhandsongs.com/artist/12784, https://secondhandsongs.com/artist/58054, https://secondhandsongs.com/artist/73073, https://secondhandsongs.com/artist/73074, https://secondhandsongs.com/artist/199115",J T,https://secondhandsongs.com/artist/12784,55,0
44,Stitches,https://secondhandsongs.com/work/153871,"Teddy Geiger, Daylight, Danny Parker","https://secondhandsongs.com/artist/97892, https://secondhandsongs.com/artist/97893, https://secondhandsongs.com/artist/97894",Shawn Mendes,https://secondhandsongs.com/artist/81665,54,0
45,Pillow Talk,https://secondhandsongs.com/work/153248,"Zayn, Levi Lennox, Anthony Hannides, Mike Hannides, Joe Garrett","https://secondhandsongs.com/artist/97317, https://secondhandsongs.com/artist/97318, https://secondhandsongs.com/artist/97319, https://secondhandsongs.com/artist/97320, https://secondhandsongs.com/artist/97321",Zayn,https://secondhandsongs.com/artist/97317,54,0
46,Counting Stars,https://secondhandsongs.com/work/135019,Ryan Tedder,https://secondhandsongs.com/artist/29202,OneRepublic,https://secondhandsongs.com/artist/43720,54,0
47,I Won't Give Up,https://secondhandsongs.com/work/136221,"Jason Mraz, Michael Natter","https://secondhandsongs.com/artist/17900, https://secondhandsongs.com/artist/76889",Jason Mraz,https://secondhandsongs.com/artist/17900,53,0
48,When We Were Young,https://secondhandsongs.com/work/151781,"Adele [GB], Tobias Jesso Jr.","https://secondhandsongs.com/artist/30607, https://secondhandsongs.com/artist/95577",Adele,https://secondhandsongs.com/artist/30607,53,0
49,I Knew You Were Trouble,https://secondhandsongs.com/work/133830,"Max Martin [SE], Taylor Swift, Shellback","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/69750",Taylor Swift,https://secondhandsongs.com/artist/44127,52,0
50,Payphone,https://secondhandsongs.com/work/132870,"Adam Levine, Benny Blanco, Wiz Khalifa, Shellback, Ammar Malik, RoboPop","https://secondhandsongs.com/artist/21213, https://secondhandsongs.com/artist/50110, https://secondhandsongs.com/artist/55925, https://secondhandsongs.com/artist/69750, https://secondhandsongs.com/artist/71723, https://secondhandsongs.com/artist/71724",Maroon 5 featuring Wiz Khalifa,https://secondhandsongs.com/artist/19165+55925,51,0
51,Too Good at Goodbyes,https://secondhandsongs.com/work/170692,"Mikkel Eriksen, Tor Erik Hermansen, Sam Smith, Jimmy Napes","https://secondhandsongs.com/artist/37502, https://secondhandsongs.com/artist/37504, https://secondhandsongs.com/artist/74400, https://secondhandsongs.com/artist/74401",Sam Smith,https://secondhandsongs.com/artist/74400,51,0
52,Locked Out of Heaven,https://secondhandsongs.com/work/130928,"Bruno Mars, Philip Lawrence, Ari Levine","https://secondhandsongs.com/artist/51310, https://secondhandsongs.com/artist/51311, https://secondhandsongs.com/artist/51312",Bruno Mars,https://secondhandsongs.com/artist/51310,51,0
53,See You Again,https://secondhandsongs.com/work/152634,"DJ Frank E, Wiz Khalifa, Andrew Cedar, Charlie Puth, Phoebe Cockburn, Josh Hardy, Dann Hume","https://secondhandsongs.com/artist/47549, https://secondhandsongs.com/artist/55925, https://secondhandsongs.com/artist/83788, https://secondhandsongs.com/artist/95230, https://secondhandsongs.com/artist/96612, https://secondhandsongs.com/artist/96613, https://secondhandsongs.com/artist/96614",Wiz Khalifa featuring Charlie Puth,https://secondhandsongs.com/artist/55925+95230,51,0
54,7 Years,https://secondhandsongs.com/work/154901,"Brody Brown, Lukas Forchhammer, Don Stefano, Morten Ristorp, David LaBrel, Morten Pilegaard","https://secondhandsongs.com/artist/51313, https://secondhandsongs.com/artist/98776, https://secondhandsongs.com/artist/98777, https://secondhandsongs.com/artist/98778, https://secondhandsongs.com/artist/98779, https://secondhandsongs.com/artist/98780",Lukas Graham,https://secondhandsongs.com/artist/98781,51,0
55,I'm Not the Only One,https://secondhandsongs.com/work/140319,"Sam Smith, Jimmy Napes","https://secondhandsongs.com/artist/74400, https://secondhandsongs.com/artist/74401",Sam Smith,https://secondhandsongs.com/artist/74400,51,0
56,How Far I'll Go,https://secondhandsongs.com/work/158407,Lin-Manuel Miranda,https://secondhandsongs.com/artist/97897,Auli'i Cravalho,https://secondhandsongs.com/artist/102496,50,2
57,All About That Bass,https://secondhandsongs.com/work/151542,"Kevin Kadish, Meghan Trainor","https://secondhandsongs.com/artist/12379, https://secondhandsongs.com/artist/86752",Meghan Trainor,https://secondhandsongs.com/artist/86752,50,0
58,Let Me Love You,https://secondhandsongs.com/work/162393,"Justin Bieber, DJ Snake, Ali Tamposi, Brian Lee, Louis Bell, Austin Rosen, Andrew Watt","https://secondhandsongs.com/artist/45405, https://secondhandsongs.com/artist/76830, https://secondhandsongs.com/artist/82468, https://secondhandsongs.com/artist/86793, https://secondhandsongs.com/artist/106988, https://secondhandsongs.com/artist/106989, https://secondhandsongs.com/artist/106990",DJ Snake feat. Justin Bieber,https://secondhandsongs.com/artist/45405+76830,49,0
59,We Are Never Ever Getting Back Together,https://secondhandsongs.com/work/133758,"Max Martin [SE], Taylor Swift, Shellback","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/69750",Taylor Swift,https://secondhandsongs.com/artist/44127,49,0
60,Demons,https://secondhandsongs.com/work/138217,"Alex da Kid, Ben McKee, Josh Mosser, Dan Reynolds, Wayne Sermon","https://secondhandsongs.com/artist/47548, https://secondhandsongs.com/artist/72997, https://secondhandsongs.com/artist/72998, https://secondhandsongs.com/artist/72999, https://secondhandsongs.com/artist/73001",Imagine Dragons,https://secondhandsongs.com/artist/73000,49,0
61,I Don't Care,https://secondhandsongs.com/work/210995,"Max Martin [SE], Poo Bear, Justin Bieber, Ed Sheeran, Shellback, Fred Again","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/35349, https://secondhandsongs.com/artist/45405, https://secondhandsongs.com/artist/63462, https://secondhandsongs.com/artist/69750, https://secondhandsongs.com/artist/128537",Ed Sheeran - Justin Bieber,https://secondhandsongs.com/artist/45405+63462,49,0
62,Into the Unknown,https://secondhandsongs.com/work/218620,"Robert Lopez, Kristen Anderson-Lopez","https://secondhandsongs.com/artist/76914, https://secondhandsongs.com/artist/76915",Panic! at the Disco,https://secondhandsongs.com/artist/24193,49,10
63,Havana,https://secondhandsongs.com/work/175943,"Pharrell Williams, Ali Tamposi, Brian Lee, Camila Cabello, Louis Bell, Andrew Watt, Frank Dukes, Kaan Güneşberk, Starrah, Young Thug","https://secondhandsongs.com/artist/11817, https://secondhandsongs.com/artist/82468, https://secondhandsongs.com/artist/86793, https://secondhandsongs.com/artist/103458, https://secondhandsongs.com/artist/106988, https://secondhandsongs.com/artist/106990, https://secondhandsongs.com/artist/107248, https://secondhandsongs.com/artist/107249, https://secondhandsongs.com/artist/107255, https://secondhandsongs.com/artist/120883",Camila Cabello feat. Young Thug,https://secondhandsongs.com/artist/103458+120883,48,0
64,Dark Horse,https://secondhandsongs.com/work/137310,"Max Martin [SE], Dr. Luke, Katy Perry, Cirkut, Sarah Hudson, Juicy J","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/35307, https://secondhandsongs.com/artist/35338, https://secondhandsongs.com/artist/71734, https://secondhandsongs.com/artist/78465, https://secondhandsongs.com/artist/78538",Katy Perry,https://secondhandsongs.com/artist/35338,48,0
65,Pompeii,https://secondhandsongs.com/work/136531,Dan Smith,https://secondhandsongs.com/artist/77464,Bastille,https://secondhandsongs.com/artist/77463,48,0
66,Let Her Go,https://secondhandsongs.com/work/134506,Passenger,https://secondhandsongs.com/artist/74228,Passenger,https://secondhandsongs.com/artist/74228,48,0
67,Latch,https://secondhandsongs.com/work/140672,"Sam Smith, Jimmy Napes, Guy Lawrence, Howard Lawrence","https://secondhandsongs.com/artist/74400, https://secondhandsongs.com/artist/74401, https://secondhandsongs.com/artist/82413, https://secondhandsongs.com/artist/82414",Disclosure feat. Sam Smith,https://secondhandsongs.com/artist/74400+82416,48,0
68,Elastic Heart,https://secondhandsongs.com/work/152652,"Sia, Diplo, The Weeknd, Djemba Djemba","https://secondhandsongs.com/artist/22802, https://secondhandsongs.com/artist/47096, https://secondhandsongs.com/artist/75673, https://secondhandsongs.com/artist/96631",Sia featuring The Weeknd & Diplo,https://secondhandsongs.com/artist/22802+47096+75673,47,0
69,What Do You Mean?,https://secondhandsongs.com/work/160220,"Poo Bear, Justin Bieber, Mason Levy","https://secondhandsongs.com/artist/35349, https://secondhandsongs.com/artist/45405, https://secondhandsongs.com/artist/71189",Justin Bieber,https://secondhandsongs.com/artist/45405,47,0
70,There's Nothing Holdin' Me Back,https://secondhandsongs.com/work/167661,"Scott Harris, Shawn Mendes, Teddy Geiger, Geoff Warburton","https://secondhandsongs.com/artist/81663, https://secondhandsongs.com/artist/81665, https://secondhandsongs.com/artist/97892, https://secondhandsongs.com/artist/113357",Shawn Mendes,https://secondhandsongs.com/artist/81665,46,0
71,Attention,https://secondhandsongs.com/work/167122,"JKash, Charlie Puth","https://secondhandsongs.com/artist/55737, https://secondhandsongs.com/artist/95230",Charlie Puth,https://secondhandsongs.com/artist/95230,46,0
72,Drivers License,https://secondhandsongs.com/work/249938,"Dan Nigro, Olivia Rodrigo","https://secondhandsongs.com/artist/131760, https://secondhandsongs.com/artist/170597",Olivia Rodrigo,https://secondhandsongs.com/artist/170597,46,0
73,Something Just Like This,https://secondhandsongs.com/work/163226,"Guy Berryman, Jonny Buckland, Will Champion, Chris Martin, Andrew Taggart","https://secondhandsongs.com/artist/11467, https://secondhandsongs.com/artist/11468, https://secondhandsongs.com/artist/11469, https://secondhandsongs.com/artist/11470, https://secondhandsongs.com/artist/97917",The Chainsmokers & Coldplay,https://secondhandsongs.com/artist/10590+97918,45,0
74,When the Party's Over,https://secondhandsongs.com/work/204912,Finneas O'Connell,https://secondhandsongs.com/artist/144984,Billie Eilish,https://secondhandsongs.com/artist/144983,45,0
75,Bad Blood,https://secondhandsongs.com/work/147940,"Max Martin [SE], Taylor Swift, Shellback","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/69750",T.S.,https://secondhandsongs.com/artist/44127,44,0
76,Cheap Thrills,https://secondhandsongs.com/work/156544,"Sia, Greg Kurstin","https://secondhandsongs.com/artist/22802, https://secondhandsongs.com/artist/40946",Sia,https://secondhandsongs.com/artist/22802,44,0
77,Look What You Made Me Do,https://secondhandsongs.com/work/170269,"Taylor Swift, Jack Antonoff","https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/49273",Taylor Swift,https://secondhandsongs.com/artist/44127,44,0
78,I Don't Wanna Live Forever,https://secondhandsongs.com/work/163520,"Taylor Swift, Jack Antonoff, Sam Dew","https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/49273, https://secondhandsongs.com/artist/108208",Zayn - Taylor Swift,https://secondhandsongs.com/artist/44127+97317,43,0
79,Lay Me Down,https://secondhandsongs.com/work/155198,"Sam Smith, Jimmy Napes, Elviin","https://secondhandsongs.com/artist/74400, https://secondhandsongs.com/artist/74401, https://secondhandsongs.com/artist/98997",Sam Smith,https://secondhandsongs.com/artist/74400,43,0
80,The Middle,https://secondhandsongs.com/work/182692,"Zedd, Jordan Johnson, Stefan Johnson, Marcus Lomax, Sarah Aarons, Michael Trewartha, Kyle Trewartha","https://secondhandsongs.com/artist/73148, https://secondhandsongs.com/artist/96088, https://secondhandsongs.com/artist/96089, https://secondhandsongs.com/artist/96090, https://secondhandsongs.com/artist/109304, https://secondhandsongs.com/artist/127468, https://secondhandsongs.com/artist/127469",Zedd - Maren Morris - Grey,https://secondhandsongs.com/artist/73148+108788+116996,42,0
81,Young and Beautiful,https://secondhandsongs.com/work/136704,"Rick Nowels, Lana Del Rey","https://secondhandsongs.com/artist/4953, https://secondhandsongs.com/artist/69028",Lana Del Rey,https://secondhandsongs.com/artist/69028,42,0
82,Million Reasons,https://secondhandsongs.com/work/162329,"Mark Ronson, Lady Gaga, Hillary Lindsey","https://secondhandsongs.com/artist/22797, https://secondhandsongs.com/artist/43820, https://secondhandsongs.com/artist/70869",Lady Gaga,https://secondhandsongs.com/artist/43820,42,0
83,Bad Guy,https://secondhandsongs.com/work/211365,"Billie Eilish, Finneas O'Connell","https://secondhandsongs.com/artist/144983, https://secondhandsongs.com/artist/144984",Billie Eilish,https://secondhandsongs.com/artist/144983,42,1
84,Clarity,https://secondhandsongs.com/work/135478,"Skylar Grey, Zedd, Matthew Koma, Porter Robinson","https://secondhandsongs.com/artist/55744, https://secondhandsongs.com/artist/73148, https://secondhandsongs.com/artist/75692, https://secondhandsongs.com/artist/75693",Zedd feat. Foxes,https://secondhandsongs.com/artist/73148+75694,41,0
85,We Don't Talk About Bruno,https://secondhandsongs.com/work/269731,Lin-Manuel Miranda,https://secondhandsongs.com/artist/97897,"Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero and Stephanie Beatriz",https://secondhandsongs.com/artist/144470+199262+199263+199264+199265+199266,41,21
86,Style,https://secondhandsongs.com/work/144327,"Max Martin [SE], Taylor Swift, Shellback, Ali Payami","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/69750, https://secondhandsongs.com/artist/86691",T.S.,https://secondhandsongs.com/artist/44127,41,0
87,Shut Up and Dance,https://secondhandsongs.com/work/151554,"Ben Berger, Ryan McMahon, Nicholas Petricca, Eli Maiman, Kevin Ray, Sean Waugaman","https://secondhandsongs.com/artist/95272, https://secondhandsongs.com/artist/95273, https://secondhandsongs.com/artist/95274, https://secondhandsongs.com/artist/95275, https://secondhandsongs.com/artist/95276, https://secondhandsongs.com/artist/95277",Walk the Moon,https://secondhandsongs.com/artist/95278,41,0
88,Drag Me Down,https://secondhandsongs.com/work/155491,"Julian Bunetta, John Ryan [US2], Jamie Scott","https://secondhandsongs.com/artist/74010, https://secondhandsongs.com/artist/74011, https://secondhandsongs.com/artist/74982",One Direction,https://secondhandsongs.com/artist/67602,41,0
89,Blinding Lights,https://secondhandsongs.com/work/226180,"Max Martin [SE], The Weeknd, Belly [PS], DaHeala, Oscar Holter","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/75673, https://secondhandsongs.com/artist/93978, https://secondhandsongs.com/artist/93979, https://secondhandsongs.com/artist/103062",The Weeknd,https://secondhandsongs.com/artist/75673,41,0
90,New Rules,https://secondhandsongs.com/work/168819,"Ian Kirkpatrick, Emily Warren, Caroline Ailin","https://secondhandsongs.com/artist/93977, https://secondhandsongs.com/artist/98822, https://secondhandsongs.com/artist/109724",Dua Lipa,https://secondhandsongs.com/artist/108270,41,0
91,Issues,https://secondhandsongs.com/work/163776,"Mikkel Eriksen, Tor Erik Hermansen, Benny Blanco, Justin Tranter, Julia Michaels","https://secondhandsongs.com/artist/37502, https://secondhandsongs.com/artist/37504, https://secondhandsongs.com/artist/50110, https://secondhandsongs.com/artist/82677, https://secondhandsongs.com/artist/96412",Julia Michaels,https://secondhandsongs.com/artist/96412,40,0
92,It Ain't Me,https://secondhandsongs.com/work/163227,"Selena Gomez, Ali Tamposi, Brian Lee, Kygo, Andrew Watt","https://secondhandsongs.com/artist/46144, https://secondhandsongs.com/artist/82468, https://secondhandsongs.com/artist/86793, https://secondhandsongs.com/artist/97925, https://secondhandsongs.com/artist/106990",Kygo & Selena Gomez,https://secondhandsongs.com/artist/46144+97925,40,0
