index,title,title_url,written_by,written_by_url,originally_by,originally_by_url,covers,adaptations
9183,Livet går sin gang,https://secondhandsongs.com/work/222391,"Trine Dansgaard, Vibeke Dueholm","https://secondhandsongs.com/artist/130596, https://secondhandsongs.com/artist/161683","Kristine Yde Eriksen, Maria Lucia Heiberg Rosenberg, Martin Brygmann, Kenneth M. Christensen",https://secondhandsongs.com/artist/41239+42527+161727+161782,0,0
9184,Nada Vai Mudar,https://secondhandsongs.com/work/222392,Mariana Elisabetsky,https://secondhandsongs.com/artist/161777,"Gabi Porto, Raphael Rossatto, Fábio Porchat, Taryn Szpilman",https://secondhandsongs.com/artist/46957+161779+161783+161784,0,0
9185,Lo que no cambiará,https://secondhandsongs.com/work/222394,Jacobo Calderón,https://secondhandsongs.com/artist/144055,"Carmen López, Gisela, Miguel Antelo, Erik Cruz y Reparto",https://secondhandsongs.com/artist/144052+158382+161785+161786,0,0
9186,Qualche cosa non cambia mai,https://secondhandsongs.com/work/222397,Lorena Brancucci,https://secondhandsongs.com/artist/130563,"Serena Rossi, Enrico Brignano, Paolo De Santis, Serena Autieri",https://secondhandsongs.com/artist/130565+130566+130567+161734,0,0
9187,So wird's immer sein,https://secondhandsongs.com/work/222398,Nina Schneider,https://secondhandsongs.com/artist/161728,"Pia Allgaier, Willemijn Verkaik, Hape Kerkeling, Leonhard Mahlich und Cast",https://secondhandsongs.com/artist/64448+95078+130570+161730,0,0
9188,Sommige dingen veranderen nooit,https://secondhandsongs.com/work/222399,"Hanneke van Bogget, Hilde de Mildt","https://secondhandsongs.com/artist/130555, https://secondhandsongs.com/artist/130556","Noortje Herlaar, Willemijn Verkaik, Carlo Boszhard, Joey Schalker, Benja Bruijning, Koor",https://secondhandsongs.com/artist/61266+95078+130560+161737+161787,0,0
9189,Point d'avenir sans nous,https://secondhandsongs.com/work/222400,Houria Belhadji,https://secondhandsongs.com/artist/105903,"Emmylou Homs, Charlotte Hervieux, Dany Boon, Donald Reignoux, Cast",https://secondhandsongs.com/artist/108001+161722+161739+161788,0,0
9190,ずっとかわらないもの,https://secondhandsongs.com/work/222401,Chikae Takahashi,https://secondhandsongs.com/artist/144124,"Sayaka Kanda, Takako Matsu, Shunsuke Takeuchi, Shinichiro Hara",https://secondhandsongs.com/artist/143843+161776+161789+161790,0,0
9191,Når jeg bliver ældre,https://secondhandsongs.com/work/222402,"Trine Dansgaard, Vibeke Dueholm","https://secondhandsongs.com/artist/130596, https://secondhandsongs.com/artist/161683",Martin Brygmann,https://secondhandsongs.com/artist/41239,0,0
9192,Als ik ouder ben,https://secondhandsongs.com/work/222403,"Hanneke van Bogget, Hilde de Mildt","https://secondhandsongs.com/artist/130555, https://secondhandsongs.com/artist/130556",Carlos Boszhard,https://secondhandsongs.com/artist/130560,0,0
9193,Quand je serai plus grand,https://secondhandsongs.com/work/222404,Houria Belhadji,https://secondhandsongs.com/artist/105903,Dany Boon,https://secondhandsongs.com/artist/161788,0,0
9194,Wenn ich erst groß bin,https://secondhandsongs.com/work/222405,Nina Schneider,https://secondhandsongs.com/artist/161728,Hape Kerkeling,https://secondhandsongs.com/artist/64448,0,0
9195,Bara en hemlös,https://secondhandsongs.com/work/277597,Mikael Wiehe,https://secondhandsongs.com/artist/37649,Mikael Wiehe,https://secondhandsongs.com/artist/37649,0,0
9196,Nåt jag kan tro,https://secondhandsongs.com/work/277598,Mikael Wiehe,https://secondhandsongs.com/artist/37649,Mikael Wiehe,https://secondhandsongs.com/artist/37649,0,0
9197,Dead End Street,https://secondhandsongs.com/work/277667,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9198,Waterloo Sunset,https://secondhandsongs.com/work/277668,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9199,Sunny Afternoon,https://secondhandsongs.com/work/277669,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9200,Set Me Free,https://secondhandsongs.com/work/277670,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9201,Het leven is te kort,https://secondhandsongs.com/work/132564,Lov Cook,https://secondhandsongs.com/artist/42666,Luc Steeno,https://secondhandsongs.com/artist/5689,0,0
9202,Zacht als satijn,https://secondhandsongs.com/work/140121,Sabien Tiels,https://secondhandsongs.com/artist/28816,Nicole & Hugo,https://secondhandsongs.com/artist/31803,0,0
9203,Why Tell Me Why (Zeg me waarom),https://secondhandsongs.com/work/140189,Bram Koning,https://secondhandsongs.com/artist/55013,Christoff,https://secondhandsongs.com/artist/52186,0,0
9204,Ga met me mee,https://secondhandsongs.com/work/140190,Bram Koning,https://secondhandsongs.com/artist/55013,Lindsay,https://secondhandsongs.com/artist/54994,0,0
9205,In het zwart,https://secondhandsongs.com/work/140214,Guy Brisaert,https://secondhandsongs.com/artist/81922,Guy Brisaert & Tax Clan,https://secondhandsongs.com/artist/81922,0,0
9206,Word Crimes,https://secondhandsongs.com/work/140218,"""Weird Al"" Yankovic",https://secondhandsongs.com/artist/347,"""Weird Al"" Yankovic",https://secondhandsongs.com/artist/347,0,0
9207,Inactive,https://secondhandsongs.com/work/140464,"""Weird Al"" Yankovic",https://secondhandsongs.com/artist/347,"""Weird Al"" Yankovic",https://secondhandsongs.com/artist/347,0,0
9208,Zonneschijn,https://secondhandsongs.com/work/140516,Bart Kaëll,https://secondhandsongs.com/artist/26330,Bart Kaëll,https://secondhandsongs.com/artist/26330,0,0
9209,Saideira,https://secondhandsongs.com/work/168190,Juan Pablo Sorin,https://secondhandsongs.com/artist/113811,Santana featuring Samuel Rosa,https://secondhandsongs.com/artist/326+113809,0,0
9210,Somewhere over the Rainbow,https://secondhandsongs.com/work/168277,Keith Washo,https://secondhandsongs.com/artist/75815,Keith Washo,https://secondhandsongs.com/artist/75815,0,0
9211,Solidaritätslied,https://secondhandsongs.com/work/168349,"Eva Gold, Girisha Fernando","https://secondhandsongs.com/artist/113946, https://secondhandsongs.com/artist/113947",Misuk,https://secondhandsongs.com/artist/113945,0,0
9212,Die Ballade von der sexuellen Hörigkeit,https://secondhandsongs.com/work/168352,"Eva Gold, Girisha Fernando","https://secondhandsongs.com/artist/113946, https://secondhandsongs.com/artist/113947",Misuk,https://secondhandsongs.com/artist/113945,0,0
9213,Erinnerung an die Marie A.,https://secondhandsongs.com/work/168353,"Eva Gold, Girisha Fernando","https://secondhandsongs.com/artist/113946, https://secondhandsongs.com/artist/113947",Misuk,https://secondhandsongs.com/artist/113945,0,0
9214,Der Choral vom grossen Baal,https://secondhandsongs.com/work/168355,"Eva Gold, Girisha Fernando","https://secondhandsongs.com/artist/113946, https://secondhandsongs.com/artist/113947",Misuk,https://secondhandsongs.com/artist/113945,0,0
9215,Surabaya-Johnny,https://secondhandsongs.com/work/168356,"Eva Gold, Girisha Fernando","https://secondhandsongs.com/artist/113946, https://secondhandsongs.com/artist/113947",Misuk,https://secondhandsongs.com/artist/113945,0,0
9216,Ballade von der Unzulänglichkeit Menschlichen Strebens,https://secondhandsongs.com/work/168358,"Eva Gold, Girisha Fernando","https://secondhandsongs.com/artist/113946, https://secondhandsongs.com/artist/113947",Misuk,https://secondhandsongs.com/artist/113945,0,0
9217,Ballade vom Förster und der Gräfin,https://secondhandsongs.com/work/168360,"Eva Gold, Girisha Fernando","https://secondhandsongs.com/artist/113946, https://secondhandsongs.com/artist/113947",Misuk,https://secondhandsongs.com/artist/113945,0,0
9218,Infinity,https://secondhandsongs.com/work/168421,"Luca Ciampi, Ali Love","https://secondhandsongs.com/artist/113993, https://secondhandsongs.com/artist/113994",Infinity Ink,https://secondhandsongs.com/artist/113995,0,0
9219,77학개론 [Year of 77],https://secondhandsongs.com/work/168541,"Psy, Keon-hyung Yoo, Jin-pyo Kim, Gary [KR]","https://secondhandsongs.com/artist/73304, https://secondhandsongs.com/artist/73305, https://secondhandsongs.com/artist/114079, https://secondhandsongs.com/artist/114080","Psy feat. 리쌍, 김진표",https://secondhandsongs.com/artist/73304+114078+114079,0,0
9220,Weg van hier,https://secondhandsongs.com/work/168646,George Groot,https://secondhandsongs.com/artist/114177,Paul de Leeuw,https://secondhandsongs.com/artist/23073,0,0
9221,"Čau, good bye",https://secondhandsongs.com/work/168681,Marta Skarlandtová,https://secondhandsongs.com/artist/114199,Marta Kubišová,https://secondhandsongs.com/artist/65264,0,0
9222,A to mě trápí,https://secondhandsongs.com/work/168682,Václav Kopta,https://secondhandsongs.com/artist/66840,Marta Kubišová,https://secondhandsongs.com/artist/65264,0,0
9223,Kdysi dávno,https://secondhandsongs.com/work/168683,Marta Skarlandtová,https://secondhandsongs.com/artist/114199,Marta Kubišová,https://secondhandsongs.com/artist/65264,0,0
9224,Pár dnů,https://secondhandsongs.com/work/168684,Václav Kopta,https://secondhandsongs.com/artist/66840,Marta Kubišová,https://secondhandsongs.com/artist/65264,0,0
9225,Odvěká žena,https://secondhandsongs.com/work/168686,Pavel Vrba,https://secondhandsongs.com/artist/41090,Marta Kubišová,https://secondhandsongs.com/artist/65264,0,0
9226,Důvod mám,https://secondhandsongs.com/work/168688,Pavel Vrba,https://secondhandsongs.com/artist/41090,Marta Kubišová,https://secondhandsongs.com/artist/65264,0,0
9227,Přejdi ten práh,https://secondhandsongs.com/work/168689,Marta Skarlandtová,https://secondhandsongs.com/artist/114199,Marta Kubišová,https://secondhandsongs.com/artist/65264,0,0
9228,Málo je lásky,https://secondhandsongs.com/work/168690,Marta Skarlandtová,https://secondhandsongs.com/artist/114199,Marta Kubišová,https://secondhandsongs.com/artist/65264,0,0
9229,Hlas nejtišší,https://secondhandsongs.com/work/168691,Marta Skarlandtová,https://secondhandsongs.com/artist/114199,Marta Kubišová,https://secondhandsongs.com/artist/65264,0,0
9230,Jesse,https://secondhandsongs.com/work/168692,Václav Kopta,https://secondhandsongs.com/artist/66840,Marta Kubišová,https://secondhandsongs.com/artist/65264,0,0
9231,Protihráč,https://secondhandsongs.com/work/168693,Marta Skarlandtová,https://secondhandsongs.com/artist/114199,Marta Kubišová s Matějem Ruppertem,https://secondhandsongs.com/artist/65264+107190,0,0
9232,Cesta tvá má být tvůj cíl,https://secondhandsongs.com/work/168695,Václav Kopta,https://secondhandsongs.com/artist/66840,Marta Kubišová,https://secondhandsongs.com/artist/65264,0,0
9233,Suiker en azijn,https://secondhandsongs.com/work/168722,Thomas Acda,https://secondhandsongs.com/artist/7537,Acda en de Munnik,https://secondhandsongs.com/artist/21842,0,0
9234,Melhor Esta Noite,https://secondhandsongs.com/work/169136,Rosalia de Souza,https://secondhandsongs.com/artist/59060,Pilots on Dope & Rosalia de Souza,https://secondhandsongs.com/artist/59060+114482,0,0
9235,Y me siento bien,https://secondhandsongs.com/work/169904,"Anaisa Vega Castillo, Panos Panagopoulos, Indhira Xiques","https://secondhandsongs.com/artist/115133, https://secondhandsongs.com/artist/115134, https://secondhandsongs.com/artist/115135",Cubaneros,https://secondhandsongs.com/artist/115136,0,0
9236,Rio,https://secondhandsongs.com/work/170008,Gerard Joling,https://secondhandsongs.com/artist/41701,Gerard Joling,https://secondhandsongs.com/artist/41701,0,0
9237,Het Pajottenland,https://secondhandsongs.com/work/170512,"Eddy Govert, Henri Spider, Michel Charmant","https://secondhandsongs.com/artist/9043, https://secondhandsongs.com/artist/115644, https://secondhandsongs.com/artist/115645",Henri Spider,https://secondhandsongs.com/artist/115644,0,0
9238,Minstrel Boy,https://secondhandsongs.com/work/170631,Jolie Holland,https://secondhandsongs.com/artist/23094,Jolie Holland & Samantha Parton,https://secondhandsongs.com/artist/23094+115727,0,0
9239,A venit vara iar,https://secondhandsongs.com/work/170830,Alexandru Andrieş,https://secondhandsongs.com/artist/8457,Alexandru Andrieş,https://secondhandsongs.com/artist/8457,0,0
9240,Cîntec franțuzesc,https://secondhandsongs.com/work/170833,Alexandru Andrieş,https://secondhandsongs.com/artist/8457,Alexandru Andrieş,https://secondhandsongs.com/artist/8457,0,0
9241,Tu chiar așa arăți?,https://secondhandsongs.com/work/170835,Alexandru Andrieş,https://secondhandsongs.com/artist/8457,Alexandru Andrieş,https://secondhandsongs.com/artist/8457,0,0
9242,O Sapo (Les Banksters),https://secondhandsongs.com/work/222932,Grégory Houben,https://secondhandsongs.com/artist/162270,Greg Houben,https://secondhandsongs.com/artist/162270,0,0
9243,Footprints (En Aranjuez con tu amor),https://secondhandsongs.com/work/223563,Manfred Mann [solo],https://secondhandsongs.com/artist/29431,Manfred Mann [solo],https://secondhandsongs.com/artist/29431,0,0
9244,Ich lieb dich immer noch,https://secondhandsongs.com/work/223815,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9245,Frag' nicht,https://secondhandsongs.com/work/223817,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9246,"Du warst, du bist, wirst immer sein",https://secondhandsongs.com/work/223818,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9247,Für immer und ewig,https://secondhandsongs.com/work/223819,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9248,Ich denk immer nur an dich,https://secondhandsongs.com/work/223821,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9249,Lass diese Nacht nie enden,https://secondhandsongs.com/work/223822,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9250,Liebe ist mehr,https://secondhandsongs.com/work/223823,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9251,Mein Herz will nach Haus,https://secondhandsongs.com/work/223824,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9252,Niemand versteht mich wie du,https://secondhandsongs.com/work/223827,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9253,Sehnsucht ist so weit wie das Meer,https://secondhandsongs.com/work/223828,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9254,Sie ist 'ne Lady,https://secondhandsongs.com/work/223831,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9255,Tanz mit mir,https://secondhandsongs.com/work/223832,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9256,Verlieb dich nicht in mich,https://secondhandsongs.com/work/223833,Mareike Neumayer,https://secondhandsongs.com/artist/163054,Hubertus von Garnier,https://secondhandsongs.com/artist/163053,0,0
9257,Vai Ser Por Nós Dois,https://secondhandsongs.com/work/223996,Kiko Scornavacca,https://secondhandsongs.com/artist/163164,KLB,https://secondhandsongs.com/artist/163154,0,0
9258,Moment's Notice,https://secondhandsongs.com/work/224434,Michelle Coltrane,https://secondhandsongs.com/artist/163512,Michelle Coltrane,https://secondhandsongs.com/artist/163512,0,0
9259,Rocket from a Bottle,https://secondhandsongs.com/work/224534,Andy Partridge,https://secondhandsongs.com/artist/4042,Plasticsoul,https://secondhandsongs.com/artist/125168,0,0
9260,Pense à moi,https://secondhandsongs.com/work/224802,Tricia Evy,https://secondhandsongs.com/artist/96928,Tricia Evy,https://secondhandsongs.com/artist/96928,0,0
9261,El mejor guerrero,https://secondhandsongs.com/work/225169,,,Christina Aguilera,https://secondhandsongs.com/artist/708,0,0
9262,Poción de amor,https://secondhandsongs.com/work/225184,"Edurne Kas, Maier Gin","https://secondhandsongs.com/artist/164000, https://secondhandsongs.com/artist/164001",Las Kasettes,https://secondhandsongs.com/artist/164521,0,0
9263,My Corona,https://secondhandsongs.com/work/225514,Chris Mann,https://secondhandsongs.com/artist/65605,Chris Mann,https://secondhandsongs.com/artist/65605,0,0
9264,My Corona,https://secondhandsongs.com/work/225517,ZDoggMD,https://secondhandsongs.com/artist/164218,ZDoggMD,https://secondhandsongs.com/artist/164218,0,0
9265,Mijn muziek,https://secondhandsongs.com/work/225574,Peter van Noort,https://secondhandsongs.com/artist/77776,Wendy Van Wanten,https://secondhandsongs.com/artist/22104,0,0
9266,Gigi l'amoroso,https://secondhandsongs.com/work/225577,Peter van Noort,https://secondhandsongs.com/artist/77776,Wendy Van Wanten,https://secondhandsongs.com/artist/22104,0,0
9267,Oma gaat naar de disco,https://secondhandsongs.com/work/225581,Peter van Noort,https://secondhandsongs.com/artist/77776,Wendy Van Wanten,https://secondhandsongs.com/artist/22104,0,0
9268,Come to Me,https://secondhandsongs.com/work/225652,Michael Leahy,https://secondhandsongs.com/artist/96233,Harry Coseman & Strato-Vani,https://secondhandsongs.com/artist/46126+104270,0,0
9269,Schlafanzugträger,https://secondhandsongs.com/work/225762,,,The Yellow Snow Crystals,https://secondhandsongs.com/artist/92441,0,0
9270,50 Arten Schmerz,https://secondhandsongs.com/work/225763,,,The Yellow Snow Crystals,https://secondhandsongs.com/artist/92441,0,0
9271,Graspfleger,https://secondhandsongs.com/work/225765,,,The Yellow Snow Crystals,https://secondhandsongs.com/artist/92441,0,0
9272,Yscats,https://secondhandsongs.com/work/225766,,,The Yellow Snow Crystals,https://secondhandsongs.com/artist/92441,0,0
9273,Szállunk a szélben (Lábam a gázon),https://secondhandsongs.com/work/226190,Szabó Attila,https://secondhandsongs.com/artist/164716,Második Műszak,https://secondhandsongs.com/artist/164708,0,0
9274,Don't Let Me Down,https://secondhandsongs.com/work/226280,"Natividad Sarapura, Kusi Killa, Marcelo Pichón Córdoba","https://secondhandsongs.com/artist/164786, https://secondhandsongs.com/artist/164787, https://secondhandsongs.com/artist/164788",Los Tekis,https://secondhandsongs.com/artist/164784,0,0
9275,Everything You Could Be,https://secondhandsongs.com/work/226479,Monday Michiru,https://secondhandsongs.com/artist/36898,Monday Michiru,https://secondhandsongs.com/artist/36898,0,0
9276,Move Your Feet / D.A.N.C.E. / It's a Sunshine Day,https://secondhandsongs.com/work/226624,"Xavier de Rosnay, Jesper Mortensen, Michel Andre Auge Gaspard, Jessie Chaton","https://secondhandsongs.com/artist/50628, https://secondhandsongs.com/artist/164943, https://secondhandsongs.com/artist/164944, https://secondhandsongs.com/artist/164945","Anna Kendrick, Gwen Stefani, James Corden, Ron Funches, Walt Dohrn, Aino Jawo, Kunal Nayyar",https://secondhandsongs.com/artist/3225+75571+88522+92561+111397+143405+143406,0,0
9277,Der Tag wird kommen,https://secondhandsongs.com/work/226787,[Unknown],https://secondhandsongs.com/artist/33302,Steinbäcker,https://secondhandsongs.com/artist/165050,0,0
9278,Back to the Start,https://secondhandsongs.com/work/226857,"Tim Hughes, Martin Smith [GB2], Jonas Myrin, Nick Herbert","https://secondhandsongs.com/artist/18391, https://secondhandsongs.com/artist/128631, https://secondhandsongs.com/artist/146432, https://secondhandsongs.com/artist/165080",Martin Smith [GB2],https://secondhandsongs.com/artist/128631,0,0
9279,Danza para Cristo,https://secondhandsongs.com/work/226858,,,Aline Barros,https://secondhandsongs.com/artist/128957,0,0
9280,10.000 razones,https://secondhandsongs.com/work/226859,,,Aline Barros,https://secondhandsongs.com/artist/128957,0,0
9281,Inmensa gracia,https://secondhandsongs.com/work/226861,,,Aline Barros,https://secondhandsongs.com/artist/128957,0,0
9282,Tu grande nombre,https://secondhandsongs.com/work/226863,,,Aline Barros,https://secondhandsongs.com/artist/128957,0,0
9283,Možná zítřky nepřijdou,https://secondhandsongs.com/work/226877,Radůza,https://secondhandsongs.com/artist/165085,Karel Gott,https://secondhandsongs.com/artist/40682,0,0
9284,Bez tebe mám v duši splín,https://secondhandsongs.com/work/226878,Jaroslav Machek,https://secondhandsongs.com/artist/117815,Karel Gott,https://secondhandsongs.com/artist/40682,0,0
9285,Jsi v srdci mém,https://secondhandsongs.com/work/226879,Pavel Cmíral,https://secondhandsongs.com/artist/65088,Karel Gott,https://secondhandsongs.com/artist/40682,0,0
9286,Nedáš mi spát,https://secondhandsongs.com/work/226880,Eduard Krečmar,https://secondhandsongs.com/artist/43328,Karel Gott,https://secondhandsongs.com/artist/40682,0,0
9287,Ta dáma ví své,https://secondhandsongs.com/work/226881,Miloš Skalka,https://secondhandsongs.com/artist/117768,Karel Gott,https://secondhandsongs.com/artist/40682,0,0
9288,Sám Bůh ví jen,https://secondhandsongs.com/work/226887,Jaroslav Machek,https://secondhandsongs.com/artist/117815,Karel Gott - Dasha,https://secondhandsongs.com/artist/40682+165088,0,0
9289,İki masum yalancı,https://secondhandsongs.com/work/259162,Zeynep Talu,https://secondhandsongs.com/artist/51577,Kürşat Başar feat. Ayşen,https://secondhandsongs.com/artist/51578+189335,0,0
9290,Kayboldum,https://secondhandsongs.com/work/259268,Zeynep Talu,https://secondhandsongs.com/artist/51577,Kürşat Başar feat. Levent Yüksel,https://secondhandsongs.com/artist/135806+189335,0,0
9291,Sana Söz Verdim,https://secondhandsongs.com/work/259296,Zeynep Talu,https://secondhandsongs.com/artist/51577,Kürşat Başar feat. Ferhat Göçer,https://secondhandsongs.com/artist/44425+189335,0,0
9292,Maailma tarvitsee rakkautta,https://secondhandsongs.com/work/259400,Sauvo Puhtila,https://secondhandsongs.com/artist/42028,Gugi,https://secondhandsongs.com/artist/128526,0,0
9293,Heinäkuu,https://secondhandsongs.com/work/259402,Heimo Hatakka,https://secondhandsongs.com/artist/189459,Gugi,https://secondhandsongs.com/artist/128526,0,0
9294,Förlåt,https://secondhandsongs.com/work/273448,Anna Stadling,https://secondhandsongs.com/artist/108988,Helena Salo,https://secondhandsongs.com/artist/203140,0,0
9295,"Led mig hem, gamla väg",https://secondhandsongs.com/work/273449,Carl Henrik Svenstedt,https://secondhandsongs.com/artist/203141,Helena Salo,https://secondhandsongs.com/artist/203140,0,0
9296,Days,https://secondhandsongs.com/work/277671,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9297,I'm Not Like Everybodyelse,https://secondhandsongs.com/work/277672,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9298,Cellulloid Heroes,https://secondhandsongs.com/work/277673,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9299,Tired of Waiting for You,https://secondhandsongs.com/work/277674,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9300,Death of the Clown,https://secondhandsongs.com/work/277675,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9301,Verliefd verloren,https://secondhandsongs.com/work/123988,Fred Bekky,https://secondhandsongs.com/artist/19650,Jo Vally,https://secondhandsongs.com/artist/24765,0,0
9302,Un simple coup du sort,https://secondhandsongs.com/work/127928,Francis Cabrel,https://secondhandsongs.com/artist/13168,Francis Cabrel,https://secondhandsongs.com/artist/13168,0,0
9303,Carmen,https://secondhandsongs.com/work/132417,"Lana Del Rey, Justin Parker","https://secondhandsongs.com/artist/69028, https://secondhandsongs.com/artist/71184",Lana Del Rey,https://secondhandsongs.com/artist/69028,0,0
9304,Oh wat een jaar,https://secondhandsongs.com/work/132561,Lov Cook,https://secondhandsongs.com/artist/42666,Luc Steeno,https://secondhandsongs.com/artist/5689,0,0
9305,"Mooi, mooi, mooi",https://secondhandsongs.com/work/132562,Lov Cook,https://secondhandsongs.com/artist/42666,Luc Steeno,https://secondhandsongs.com/artist/5689,0,0
9306,Ik voel me goed,https://secondhandsongs.com/work/132563,Lov Cook,https://secondhandsongs.com/artist/42666,Luc Steeno,https://secondhandsongs.com/artist/5689,0,0
9307,Twist maar mee,https://secondhandsongs.com/work/140095,Jan Blaimont,https://secondhandsongs.com/artist/47465,Wim Leys,https://secondhandsongs.com/artist/14220,0,0
9308,Hotel California,https://secondhandsongs.com/work/167452,Chisato Morohashi,https://secondhandsongs.com/artist/101154,Chisato,https://secondhandsongs.com/artist/101154,0,0
9309,Falla,https://secondhandsongs.com/work/167465,"Linnea Nilsson, Frida Johansson","https://secondhandsongs.com/artist/113067, https://secondhandsongs.com/artist/113068",Barnet,https://secondhandsongs.com/artist/113069,0,0
9310,Dance with Me,https://secondhandsongs.com/work/167483,Chisato Morohashi,https://secondhandsongs.com/artist/101154,Chisato,https://secondhandsongs.com/artist/101154,0,0
9311,No ser eg atter slike ostehyller,https://secondhandsongs.com/work/167507,Gro Dahle,https://secondhandsongs.com/artist/113128,Valkyrien Allstars - Viggo Sandvik,https://secondhandsongs.com/artist/104535+107777,0,0
9312,Tus labios pa' mi,https://secondhandsongs.com/work/167512,Moncho Chavea,https://secondhandsongs.com/artist/113154,Moncho Chavea - Puto Coke - Lion Sitté - Omar Montes - Original Elias - JCA,https://secondhandsongs.com/artist/113154+113155+113156+113157+113160+113161,0,0
9313,Tumbao,https://secondhandsongs.com/work/167518,Adeniyi Adelkan,https://secondhandsongs.com/artist/113176,Kat Dahlia,https://secondhandsongs.com/artist/111177,0,0
9314,M'è rimasto nel cuore,https://secondhandsongs.com/work/167648,[Unknown],https://secondhandsongs.com/artist/33302,Giuni Russo,https://secondhandsongs.com/artist/34394,0,0
9315,Solo llamé para decirte que te amo,https://secondhandsongs.com/work/167993,Pablo Castro,https://secondhandsongs.com/artist/190037,Los Ángeles Azules,https://secondhandsongs.com/artist/112104,0,0
9316,Bring a Torch Jeanette Isabella,https://secondhandsongs.com/work/167998,Christopher Knox,https://secondhandsongs.com/artist/113643,The Scarlet Tree,https://secondhandsongs.com/artist/113640,0,0
9317,Jingle Bells,https://secondhandsongs.com/work/168010,Christopher Knox,https://secondhandsongs.com/artist/113643,The Scarlet Tree,https://secondhandsongs.com/artist/113640,0,0
9318,I Ain't Been Nothing but Bad,https://secondhandsongs.com/work/168012,Christopher Knox,https://secondhandsongs.com/artist/113643,The Scarlet Tree,https://secondhandsongs.com/artist/113640,0,0
9319,Feel It Coming Back,https://secondhandsongs.com/work/168185,Cristian Zalles,https://secondhandsongs.com/artist/113807,Santana featuring Diego Torres,https://secondhandsongs.com/artist/326+113808,0,0
9320,Aikaa ei ole,https://secondhandsongs.com/work/227003,Jouni Hynynen,https://secondhandsongs.com/artist/165163,Kotiteollisuus,https://secondhandsongs.com/artist/60028,0,0
9321,Lotj Ze Mij Zien,https://secondhandsongs.com/work/227351,Rudy Van den Nest,https://secondhandsongs.com/artist/79690,Stampen & Dagen,https://secondhandsongs.com/artist/79689,0,0
9322,Det her er ditt land,https://secondhandsongs.com/work/227400,Håkon Ohlgren,https://secondhandsongs.com/artist/165424,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9323,"Ha det, det er kjekt å ha kjent deg",https://secondhandsongs.com/work/227401,Martin Hagfors,https://secondhandsongs.com/artist/165425,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9324,Østfoldjente,https://secondhandsongs.com/work/227404,Håkon Ohlgren,https://secondhandsongs.com/artist/165424,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9325,Hvem skal sko mine føtter,https://secondhandsongs.com/work/227405,Hege Brynildsen,https://secondhandsongs.com/artist/165428,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
